pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_70890,2012-05-18 00:00:00,2016-08-27 18:42:00,0.0,Brown Tabby,0.16,10.47,0,1,1.0,1
ANSL_73793,2016-12-25 00:00:00,2017-01-30 15:59:00,2.0,Brown Tabby,1.0,33.25,13,9,1.0,1
ANSL_69192,2017-01-29 00:00:00,2019-03-21 17:07:00,1.0,Brown Brindle,0.95,41.1,0,1,0.0,2
ANSL_56552,2015-12-03 00:00:00,2016-09-29 12:34:00,2.0,Brown,0.35,42.19,13,9,0.0,2
ANSL_51478,1998-03-03 00:00:00,2018-03-26 00:00:00,2.0,White,0.3,27.72,13,9,0.0,0
ANSL_68283,2018-04-07 00:00:00,2018-07-02 12:06:00,1.0,Orange Tabby,0.18,22.65,7,1,0.0,1
ANSL_59486,2014-06-23 00:00:00,2016-07-19 15:30:00,0.0,Red Merle,0.34,45.38,0,7,1.0,2
ANSL_57220,2006-08-28 00:00:00,2016-09-18 17:57:00,,Black,0.14,44.32,18,4,2.0,1
ANSL_50001,2016-11-01 00:00:00,2017-11-26 18:09:00,1.0,White,0.54,45.2,0,1,0.0,2
ANSL_63129,2015-08-26 00:00:00,2017-03-22 17:54:00,0.0,Brown Brindle,0.21,36.78,0,7,1.0,2
ANSL_63340,2007-03-21 00:00:00,2018-04-12 11:36:00,0.0,Black,0.17,21.31,0,7,1.0,2
ANSL_73075,2015-08-01 00:00:00,2017-09-28 17:12:00,1.0,Fawn,0.45,14.66,0,1,0.0,2
ANSL_69548,2017-08-23 00:00:00,2018-09-14 19:31:00,0.0,Brown,0.91,32.68,0,7,1.0,2
ANSL_71782,2018-08-18 00:00:00,2018-10-23 14:16:00,2.0,Tortie,0.19,46.6,2,4,1.0,1
ANSL_60298,2018-04-21 00:00:00,2018-07-16 13:14:00,0.0,Tricolor,0.6,25.19,13,9,1.0,2
ANSL_65734,2016-07-26 00:00:00,2016-10-28 20:14:00,1.0,Black,0.65,47.55,7,1,0.0,1
ANSL_58626,2015-03-30 00:00:00,2017-04-20 18:05:00,,Gray,0.24,15.85,15,4,2.0,4
ANSL_72784,2006-09-14 00:00:00,2019-03-14 16:01:00,2.0,Gray,0.39,45.37,0,7,0.0,2
ANSL_53377,2017-06-07 00:00:00,2017-09-17 11:15:00,2.0,Orange Tabby,0.86,43.85,0,7,0.0,1
ANSL_68871,2016-09-10 00:00:00,2016-11-29 08:33:00,2.0,Seal Point,0.56,22.89,13,9,1.0,1
ANSL_64848,2016-09-03 00:00:00,2018-01-27 17:43:00,1.0,Fawn,0.27,37.96,0,7,0.0,2
ANSL_76623,2018-03-19 00:00:00,2019-04-10 15:54:00,1.0,Brown Merle,0.31,17.12,0,1,0.0,2
ANSL_57528,2017-06-09 00:00:00,2017-09-07 13:53:00,1.0,Brown Tabby,0.96,5.32,0,1,0.0,1
ANSL_62935,2014-11-22 00:00:00,2016-12-13 18:21:00,1.0,Brown,0.18,48.59,0,7,0.0,2
ANSL_58936,2003-09-16 00:00:00,2016-10-16 12:35:00,2.0,Apricot,0.06,48.98,0,1,0.0,2
ANSL_53472,2010-12-26 00:00:00,2019-01-19 17:52:00,2.0,Black,0.06,34.82,0,7,1.0,2
ANSL_72803,2008-02-19 00:00:00,2019-03-29 15:50:00,0.0,Blue Tabby,0.32,42.45,0,1,1.0,1
ANSL_58604,2017-03-20 00:00:00,2017-05-25 12:25:00,2.0,Brown,0.06,49.44,15,4,1.0,2
ANSL_60993,2018-03-18 00:00:00,2018-08-20 13:33:00,0.0,Red,0.38,5.59,0,1,1.0,2
ANSL_72653,2007-05-10 00:00:00,2019-03-10 19:09:00,0.0,Blue Merle,0.56,14.43,0,1,1.0,2
ANSL_65685,2013-10-03 00:00:00,2016-10-23 17:52:00,1.0,Brown,0.34,6.5,0,7,0.0,2
ANSL_53604,2006-08-13 00:00:00,2016-09-08 11:26:00,1.0,Black,0.28,9.04,13,9,0.0,1
ANSL_54941,2013-04-15 00:00:00,2017-05-06 13:22:00,0.0,Tricolor,0.67,13.57,0,7,1.0,2
ANSL_62410,2016-01-16 00:00:00,2018-02-15 18:48:00,1.0,Black,0.65,38.55,0,1,0.0,2
ANSL_66448,2015-06-11 00:00:00,2017-07-03 08:22:00,,Brown,0.89,45.87,15,4,2.0,4
ANSL_51700,2018-03-13 00:00:00,2019-02-14 15:57:00,0.0,Black Smoke,0.57,17.12,0,1,1.0,1
ANSL_69425,2014-11-24 00:00:00,2016-12-14 14:08:00,,Brown,0.18,35.5,0,4,2.0,4
ANSL_76123,2018-03-31 00:00:00,2019-04-25 16:39:00,1.0,Black,0.47,36.36,0,1,0.0,2
ANSL_58255,2018-02-18 00:00:00,2019-01-13 17:59:00,0.0,Blue,0.34,29.35,0,1,1.0,2
ANSL_55089,2017-07-26 00:00:00,2017-11-07 14:15:00,1.0,Blue,0.48,10.5,7,1,0.0,2
ANSL_51627,2018-08-21 00:00:00,2019-03-08 13:06:00,1.0,Black,0.38,8.49,0,1,0.0,2
ANSL_66393,2018-06-06 00:00:00,2018-08-26 17:08:00,1.0,Black,0.05,15.52,0,1,0.0,2
ANSL_50655,2018-07-29 00:00:00,2018-11-05 12:19:00,1.0,Black,0.8,33.47,7,1,0.0,2
ANSL_55546,2017-01-10 00:00:00,2018-02-15 14:37:00,0.0,Tan,0.52,42.71,0,1,1.0,2
ANSL_63949,2014-08-20 00:00:00,2016-09-15 18:48:00,1.0,Tricolor,0.04,29.14,0,1,0.0,2
ANSL_69387,2012-09-17 00:00:00,2018-10-22 15:13:00,0.0,Black,0.35,9.28,18,4,1.0,1
ANSL_54454,2005-12-01 00:00:00,2017-02-03 12:20:00,0.0,Red,0.21,6.12,0,1,1.0,2
ANSL_76234,2018-04-04 00:00:00,2019-04-28 15:53:00,0.0,Brown,0.27,21.98,13,9,1.0,2
ANSL_67465,2016-12-28 00:00:00,2017-05-25 00:00:00,1.0,Buff,0.53,37.83,13,9,0.0,2
ANSL_70967,2015-01-25 00:00:00,2018-02-15 17:57:00,2.0,White,0.37,49.73,0,7,0.0,2
ANSL_66568,2015-10-27 00:00:00,2017-03-12 16:30:00,1.0,White,0.17,15.4,0,1,0.0,2
ANSL_74109,2016-10-23 00:00:00,2018-01-17 07:46:00,1.0,Brown Tabby,0.06,35.02,7,1,0.0,1
ANSL_51813,2014-10-20 00:00:00,2017-11-17 16:04:00,0.0,Brown,0.48,33.3,0,1,1.0,2
ANSL_65275,2017-01-08 00:00:00,2018-02-08 15:55:00,2.0,White,0.26,20.0,0,1,1.0,2
ANSL_51202,2017-01-30 00:00:00,2017-06-26 14:41:00,2.0,Black,0.02,22.02,13,9,0.0,2
ANSL_60107,2014-12-17 00:00:00,2017-01-12 18:25:00,1.0,Brown Merle,0.77,26.04,0,7,0.0,2
ANSL_52379,2012-09-19 00:00:00,2016-10-10 09:41:00,1.0,Orange Tabby,0.52,48.23,18,4,0.0,1
ANSL_70653,2017-08-18 00:00:00,2017-12-13 13:49:00,1.0,Blue Tick,0.5,24.55,13,9,0.0,2
ANSL_50306,2017-07-29 00:00:00,2017-10-26 10:10:00,1.0,Black,0.26,8.01,0,1,0.0,1
ANSL_54261,2017-03-15 00:00:00,2018-04-11 14:58:00,2.0,Black,0.75,9.41,0,3,0.0,1
ANSL_75750,2017-03-26 00:00:00,2019-04-17 11:38:00,2.0,Tan,0.99,31.75,0,7,0.0,2
ANSL_54814,2018-08-15 00:00:00,2018-11-28 13:05:00,2.0,Brown Tabby,0.1,22.15,13,9,0.0,1
ANSL_66217,2017-07-28 00:00:00,2018-09-22 11:03:00,,Red,0.36,11.59,15,4,2.0,4
ANSL_54504,2016-01-28 00:00:00,2017-05-02 15:40:00,1.0,Brown,0.91,42.08,13,9,0.0,2
ANSL_60782,2013-12-06 00:00:00,2018-12-31 18:07:00,1.0,White,0.14,20.63,13,9,0.0,2
ANSL_74694,2016-09-17 00:00:00,2018-10-08 11:52:00,2.0,Black,0.65,32.82,18,4,0.0,1
ANSL_51822,2016-11-27 00:00:00,2017-03-10 18:33:00,1.0,Orange Tabby,0.15,49.1,0,1,0.0,1
ANSL_70800,2014-10-20 00:00:00,2016-12-06 17:48:00,1.0,White,0.43,45.64,13,9,0.0,2
ANSL_69364,2018-06-23 00:00:00,2018-09-26 19:46:00,0.0,Blue Tabby,0.99,35.58,0,1,1.0,1
ANSL_71440,2016-05-21 00:00:00,2017-08-23 11:08:00,1.0,Blue Merle,0.66,41.44,0,7,0.0,2
ANSL_74941,2016-11-03 00:00:00,2017-09-02 16:13:00,1.0,White,0.4,43.71,0,1,0.0,2
ANSL_58291,2014-11-11 00:00:00,2016-12-17 15:05:00,0.0,White,0.92,38.89,0,7,1.0,1
ANSL_57174,2017-07-24 00:00:00,2017-11-20 18:02:00,1.0,White,1.0,47.64,0,1,0.0,2
ANSL_65975,2017-07-06 00:00:00,2017-10-13 18:54:00,1.0,Black,0.96,42.47,7,1,0.0,1
ANSL_53971,2016-09-03 00:00:00,2018-06-13 19:24:00,1.0,Fawn,0.92,16.31,0,7,0.0,2
ANSL_53074,2017-04-16 00:00:00,2018-05-14 18:15:00,1.0,White,0.87,36.36,0,1,0.0,2
ANSL_57211,2016-05-15 00:00:00,2017-09-07 17:02:00,1.0,White,0.69,24.15,7,1,0.0,2
ANSL_55941,2016-11-05 00:00:00,2018-02-11 14:02:00,1.0,Red,0.74,32.42,0,1,0.0,2
ANSL_64975,2016-06-30 00:00:00,2016-12-04 19:41:00,1.0,Brown Tabby,0.11,32.83,0,1,0.0,1
ANSL_55811,2017-06-18 00:00:00,2018-02-16 16:10:00,0.0,White,0.48,7.81,0,1,1.0,2
ANSL_62755,2015-12-01 00:00:00,2017-12-23 10:30:00,1.0,Tan,0.3,35.96,0,7,0.0,2
ANSL_75813,2018-06-28 00:00:00,2019-04-18 18:06:00,2.0,Tricolor,0.71,41.28,0,7,0.0,2
ANSL_76215,2015-03-27 00:00:00,2019-04-27 19:17:00,1.0,White,0.72,40.78,0,7,0.0,2
ANSL_74308,2013-06-21 00:00:00,2017-07-28 00:00:00,1.0,Orange Tabby,0.74,14.32,13,9,0.0,1
ANSL_62355,2014-06-16 00:00:00,2018-01-16 13:12:00,1.0,Black,0.51,43.84,13,9,0.0,2
ANSL_60601,2018-02-07 00:00:00,2019-03-07 11:27:00,0.0,Black,0.13,34.29,0,1,1.0,2
ANSL_62541,2018-02-25 00:00:00,2018-09-15 14:17:00,,Brown,0.24,28.64,11,4,2.0,4
ANSL_56719,2010-01-19 00:00:00,2017-02-20 18:48:00,1.0,Black,0.74,17.82,0,1,0.0,2
ANSL_73382,2015-06-09 00:00:00,2017-06-30 17:36:00,,Gray,0.82,19.62,15,4,2.0,4
ANSL_51126,2016-07-18 00:00:00,2016-12-03 18:16:00,1.0,Black,0.71,17.17,0,1,0.0,1
ANSL_56516,2018-12-01 00:00:00,2019-02-25 16:42:00,0.0,White,0.36,49.68,0,1,1.0,2
ANSL_52806,2009-11-24 00:00:00,2017-04-15 18:49:00,0.0,Brown,0.9,43.35,13,9,1.0,2
ANSL_55293,2015-08-25 00:00:00,2018-04-27 11:27:00,0.0,White,0.72,6.95,0,1,1.0,2
ANSL_52203,2017-02-14 00:00:00,2017-10-10 11:32:00,2.0,Tan,0.24,44.28,13,9,0.0,2
ANSL_74817,2015-09-12 00:00:00,2017-07-26 00:00:00,1.0,Black,0.35,42.91,0,1,0.0,2
ANSL_65707,2016-07-18 00:00:00,2016-11-13 00:00:00,0.0,Cream Tabby,0.36,21.67,13,9,1.0,1
ANSL_50886,2015-12-20 00:00:00,2019-01-30 10:03:00,0.0,White,0.88,44.39,13,9,1.0,2
ANSL_61003,2016-07-06 00:00:00,2017-09-28 16:38:00,1.0,Red,0.39,42.4,13,9,0.0,2
ANSL_56971,2018-09-05 00:00:00,2018-12-14 18:43:00,0.0,Torbie,0.67,17.91,0,1,1.0,1
ANSL_51343,2017-08-01 00:00:00,2018-08-26 18:42:00,1.0,Black,0.58,16.15,0,8,0.0,2
ANSL_59072,2015-10-14 00:00:00,2017-05-04 18:42:00,0.0,Red,0.91,23.37,0,7,1.0,2
ANSL_51187,2007-09-26 00:00:00,2018-10-16 19:06:00,2.0,Tricolor,0.96,42.66,0,7,1.0,2
ANSL_70632,2014-08-12 00:00:00,2018-12-14 13:51:00,0.0,Black,0.07,7.75,0,1,1.0,1
ANSL_67703,2017-03-10 00:00:00,2019-04-02 17:48:00,0.0,Black,0.1,44.73,0,1,1.0,2
ANSL_63143,2016-05-15 00:00:00,2016-08-12 21:23:00,1.0,Brown,0.55,21.77,12,1,0.0,2
ANSL_67255,2016-06-02 00:00:00,2016-08-15 17:58:00,1.0,Flame Point,0.65,13.68,0,1,0.0,1
ANSL_66945,2019-01-05 00:00:00,2019-03-30 18:22:00,1.0,Black,0.57,40.61,0,1,0.0,2
ANSL_72512,2017-05-21 00:00:00,2017-08-14 16:57:00,0.0,Black,0.86,7.19,0,1,1.0,2
ANSL_69422,2017-09-15 00:00:00,2017-12-06 15:00:00,2.0,Brown Tabby,0.25,44.58,13,9,1.0,1
ANSL_55707,2017-06-05 00:00:00,2018-07-08 14:58:00,1.0,Black,0.76,27.31,0,1,0.0,2
ANSL_72062,2017-06-16 00:00:00,2017-09-20 18:38:00,1.0,White,0.47,36.68,0,7,0.0,2
ANSL_59100,2015-09-01 00:00:00,2017-12-27 14:32:00,1.0,Red,0.83,11.52,0,1,0.0,2
ANSL_74800,2008-06-09 00:00:00,2017-02-06 17:00:00,1.0,Black,0.3,15.25,0,7,0.0,2
ANSL_59014,2012-08-13 00:00:00,2017-09-07 15:00:00,1.0,Gold,0.17,41.84,0,7,0.0,2
ANSL_61480,2014-07-21 00:00:00,2017-09-03 18:52:00,1.0,Tricolor,0.71,25.34,13,9,0.0,2
ANSL_51052,2017-03-24 00:00:00,2018-04-16 09:13:00,1.0,Tricolor,0.11,39.4,0,7,0.0,2
ANSL_75064,2016-12-17 00:00:00,2019-01-12 16:25:00,1.0,Brown,0.92,28.02,13,9,0.0,2
ANSL_68284,2015-06-13 00:00:00,2017-07-05 09:49:00,,Brown,0.82,10.16,15,4,2.0,4
ANSL_73964,2015-11-14 00:00:00,2016-12-11 15:52:00,0.0,Black,0.98,29.43,13,9,1.0,1
ANSL_60556,2016-12-11 00:00:00,2017-04-08 13:11:00,1.0,Brown Tabby,0.0,37.44,7,1,0.0,1
ANSL_55777,2016-12-23 00:00:00,2017-07-03 19:09:00,1.0,Sable,0.16,30.2,0,7,0.0,2
ANSL_53064,2012-07-14 00:00:00,2016-08-12 18:47:00,1.0,White,0.39,38.67,0,7,0.0,2
ANSL_56354,2016-09-05 00:00:00,2018-09-30 18:06:00,1.0,White,0.55,28.72,0,1,0.0,2
ANSL_59380,2016-08-07 00:00:00,2016-12-13 12:21:00,2.0,Tan,0.83,29.43,13,9,0.0,2
ANSL_53261,2010-02-26 00:00:00,2018-03-20 18:04:00,1.0,Tricolor,0.51,19.57,0,1,0.0,2
ANSL_51258,2017-07-21 00:00:00,2017-10-19 17:39:00,0.0,Torbie,0.64,5.27,7,1,1.0,1
ANSL_63055,2016-07-14 00:00:00,2016-10-29 15:45:00,1.0,Brown Tabby,0.71,28.85,7,1,0.0,1
ANSL_74790,2009-11-24 00:00:00,2017-12-20 17:23:00,1.0,Brown,0.27,11.44,0,1,0.0,2
ANSL_71824,2017-01-01 00:00:00,2018-03-13 15:17:00,0.0,Black,0.42,37.35,0,1,1.0,1
ANSL_65553,2015-10-22 00:00:00,2018-07-12 17:01:00,1.0,Blue Tabby,0.66,9.04,0,1,0.0,1
ANSL_55247,2017-09-11 00:00:00,2018-05-09 16:03:00,0.0,Red,0.24,13.9,12,1,1.0,2
ANSL_50692,2010-01-12 00:00:00,2017-07-21 12:42:00,0.0,Brown,0.9,46.29,0,7,1.0,2
ANSL_70126,2016-10-18 00:00:00,2017-06-19 18:58:00,,Tortie,0.18,15.73,16,9,2.0,1
ANSL_60390,2018-08-02 00:00:00,2019-01-12 12:06:00,2.0,Black,0.39,24.03,17,9,0.0,1
ANSL_60236,2014-07-10 00:00:00,2016-10-08 15:05:00,2.0,Yellow Brindle,0.1,32.36,14,5,0.0,2
ANSL_52888,2016-10-01 00:00:00,2017-04-26 12:07:00,1.0,Gray,0.73,40.66,0,1,0.0,2
ANSL_55346,2012-07-21 00:00:00,2017-08-17 13:35:00,1.0,Orange Tabby,0.25,14.35,0,1,0.0,1
ANSL_76332,2019-02-17 00:00:00,2019-04-30 18:52:00,0.0,Black,0.47,46.83,0,1,1.0,1
ANSL_57621,2006-01-20 00:00:00,2018-05-12 12:38:00,0.0,Black,0.27,25.41,0,7,1.0,2
ANSL_75229,2013-03-14 00:00:00,2019-04-05 11:57:00,1.0,Gray,0.17,22.64,13,9,0.0,2
ANSL_69628,2016-11-17 00:00:00,2018-01-27 12:38:00,2.0,Tan,0.64,19.42,0,7,0.0,2
ANSL_66786,2015-03-13 00:00:00,2017-04-14 14:48:00,1.0,Red,0.92,19.34,0,1,0.0,2
ANSL_52963,2016-11-07 00:00:00,2017-07-28 00:00:00,0.0,Black,0.76,43.76,13,9,1.0,1
ANSL_68549,2016-05-14 00:00:00,2017-06-04 15:17:00,1.0,White,0.53,8.46,0,7,0.0,2
ANSL_50019,2016-11-15 00:00:00,2018-07-25 15:15:00,0.0,Brown,0.31,39.7,12,1,1.0,2
ANSL_72909,2016-03-02 00:00:00,2019-03-13 13:24:00,1.0,Black,0.92,41.54,7,1,0.0,2
ANSL_55218,2017-06-20 00:00:00,2017-08-02 15:23:00,2.0,Brown,0.84,47.93,0,7,0.0,2
ANSL_57687,2016-08-25 00:00:00,2016-09-20 08:11:00,,Red,0.87,43.17,15,4,2.0,4
ANSL_54910,2013-10-20 00:00:00,2016-08-20 14:02:00,0.0,Buff,0.81,26.88,13,9,1.0,2
ANSL_50640,2017-05-26 00:00:00,2018-06-16 15:38:00,,Brown,0.66,11.99,18,4,2.0,4
ANSL_74613,2017-08-20 00:00:00,2018-05-15 17:08:00,1.0,White,0.27,19.06,0,1,0.0,2
ANSL_60252,2006-04-05 00:00:00,2017-07-02 15:40:00,0.0,Calico,0.01,10.38,7,1,1.0,1
ANSL_70346,2017-11-07 00:00:00,2018-03-19 14:15:00,0.0,Torbie,1.0,9.6,0,1,1.0,1
ANSL_63429,2017-12-25 00:00:00,2019-01-19 18:35:00,2.0,Brown Brindle,0.74,22.83,13,9,1.0,2
ANSL_64295,2017-02-14 00:00:00,2018-05-31 17:51:00,1.0,White,0.59,48.39,0,7,0.0,2
ANSL_67167,2013-02-17 00:00:00,2018-03-10 14:37:00,1.0,White,0.56,10.01,0,7,0.0,2
ANSL_52549,2006-06-21 00:00:00,2016-07-18 11:09:00,1.0,Black,0.09,30.8,13,9,0.0,2
ANSL_55555,2016-02-26 00:00:00,2016-12-18 18:55:00,1.0,Black,0.4,33.99,0,1,0.0,2
ANSL_67010,2018-08-24 00:00:00,2018-11-29 18:42:00,2.0,Tan,0.11,17.06,0,1,0.0,2
ANSL_73287,2016-07-29 00:00:00,2018-08-24 16:57:00,0.0,Black,0.35,19.33,17,9,1.0,1
ANSL_70996,2018-11-15 00:00:00,2019-04-03 11:29:00,1.0,White,0.21,12.72,0,1,0.0,2
ANSL_55772,2014-08-03 00:00:00,2017-02-25 18:13:00,0.0,Brown Brindle,0.09,9.17,0,7,1.0,2
ANSL_75332,2016-09-10 00:00:00,2018-10-11 17:26:00,1.0,Brown,0.14,10.37,0,7,0.0,2
ANSL_75269,2019-01-15 00:00:00,2019-04-05 17:15:00,2.0,Brown,0.75,49.45,13,9,0.0,2
ANSL_71756,2015-09-05 00:00:00,2017-12-30 13:33:00,0.0,Brown Tabby,0.48,11.94,13,9,1.0,1
ANSL_60680,2017-01-08 00:00:00,2018-08-12 13:59:00,0.0,White,0.79,46.34,0,1,1.0,2
ANSL_69580,2017-11-26 00:00:00,2018-04-28 15:25:00,2.0,White,0.71,34.47,13,9,1.0,1
ANSL_63735,2017-09-21 00:00:00,2018-03-15 18:21:00,0.0,Black,0.23,44.85,0,1,1.0,2
ANSL_58157,2017-08-25 00:00:00,2018-03-10 14:23:00,1.0,White,0.03,30.69,0,1,0.0,1
ANSL_55408,2016-11-09 00:00:00,2017-12-01 09:00:00,2.0,Flame Point,0.38,5.57,16,9,1.0,1
ANSL_69191,2016-10-24 00:00:00,2017-01-19 17:15:00,0.0,Black,0.26,34.34,0,1,1.0,1
ANSL_65803,2018-07-05 00:00:00,2018-09-25 17:06:00,0.0,Blue Tabby,0.88,37.85,7,1,1.0,1
ANSL_60425,2012-06-27 00:00:00,2017-08-04 16:27:00,1.0,Brown Tabby,0.02,45.09,0,1,0.0,1
ANSL_71399,2016-10-25 00:00:00,2018-11-15 15:12:00,,Black,0.74,15.55,18,4,2.0,4
ANSL_62423,2016-01-28 00:00:00,2018-03-01 18:34:00,0.0,Black,0.7,29.84,0,7,1.0,2
ANSL_75118,2017-05-02 00:00:00,2018-05-29 17:12:00,1.0,Brown Merle,0.02,44.22,0,1,0.0,2
ANSL_56555,2012-07-06 00:00:00,2017-07-27 14:27:00,1.0,Tan,0.09,7.88,0,7,0.0,2
ANSL_67466,2015-10-23 00:00:00,2018-12-26 17:37:00,1.0,Black,0.69,38.72,0,1,0.0,1
ANSL_63737,2016-11-18 00:00:00,2016-09-03 17:01:00,0.0,Black,0.88,27.82,0,1,1.0,1
ANSL_70246,2018-08-24 00:00:00,2018-10-02 12:08:00,2.0,Brown Tabby,0.86,42.86,13,9,0.0,1
ANSL_65016,2018-03-20 00:00:00,2018-10-09 08:55:00,,Brown,0.12,6.04,15,4,2.0,4
ANSL_51408,2017-06-22 00:00:00,2018-03-21 12:59:00,1.0,Blue,0.73,16.75,0,7,0.0,2
ANSL_76569,2019-02-19 00:00:00,2019-05-05 17:14:00,0.0,Brown,0.85,33.68,7,1,1.0,2
ANSL_55444,2006-08-05 00:00:00,2018-08-26 12:19:00,0.0,Tortie,0.73,43.83,18,4,1.0,1
ANSL_66029,2017-01-04 00:00:00,2017-04-27 13:27:00,0.0,Torbie,0.46,21.53,7,1,1.0,1
ANSL_55401,2012-02-16 00:00:00,2019-03-09 15:41:00,1.0,Brown Tabby,0.79,13.92,0,7,0.0,1
ANSL_52288,2018-06-04 00:00:00,2018-08-29 18:27:00,0.0,Brown,0.94,40.06,0,1,1.0,2
ANSL_68106,2011-12-28 00:00:00,2016-09-10 00:00:00,1.0,Blue Tick,0.23,44.1,13,9,0.0,2
ANSL_76324,2018-04-04 00:00:00,2019-04-30 17:29:00,0.0,Brown,0.92,45.58,0,1,1.0,2
ANSL_54566,2014-05-21 00:00:00,2017-06-12 12:16:00,2.0,Black,0.0,46.88,13,9,0.0,4
ANSL_54065,2016-01-07 00:00:00,2017-01-28 17:47:00,,Black,0.2,36.07,15,4,2.0,4
ANSL_71375,2018-07-18 00:00:00,2018-10-23 15:07:00,1.0,Blue Tabby,0.15,22.25,0,1,0.0,1
ANSL_57327,2016-03-17 00:00:00,2018-01-15 19:13:00,1.0,White,0.27,23.46,0,1,0.0,2
ANSL_61585,2016-06-30 00:00:00,2018-07-20 13:07:00,2.0,Yellow,0.84,18.39,0,7,0.0,4
ANSL_66429,2017-03-13 00:00:00,2018-04-06 17:44:00,0.0,Tan,0.03,45.45,0,1,1.0,2
ANSL_67453,2016-02-06 00:00:00,2017-04-26 16:43:00,1.0,Black,0.66,46.03,13,9,0.0,2
ANSL_56602,2016-06-23 00:00:00,2016-09-17 18:55:00,0.0,Blue,0.24,48.05,0,1,1.0,2
ANSL_74061,2013-02-19 00:00:00,2017-03-23 17:04:00,1.0,Brown Brindle,0.93,22.89,0,1,0.0,2
ANSL_67186,2017-06-24 00:00:00,2017-08-13 12:44:00,2.0,Black,0.86,5.62,18,4,0.0,1
ANSL_64799,2015-10-21 00:00:00,2016-11-15 18:14:00,1.0,Tricolor,0.64,49.68,0,1,0.0,2
ANSL_76048,2018-02-23 00:00:00,2019-04-24 15:41:00,0.0,Gray,0.82,31.74,0,1,1.0,4
ANSL_61830,2016-12-29 00:00:00,2019-03-07 15:20:00,1.0,White,0.06,43.72,0,1,0.0,1
ANSL_70034,2015-09-27 00:00:00,2016-10-27 14:55:00,1.0,Red Merle,0.22,20.35,0,1,0.0,2
ANSL_63840,2017-01-25 00:00:00,2017-10-31 10:13:00,1.0,White,1.0,19.88,18,4,0.0,2
ANSL_58570,2014-05-26 00:00:00,2018-06-16 13:07:00,2.0,Brown,0.92,34.37,0,7,1.0,2
ANSL_62974,2016-08-20 00:00:00,2016-12-10 17:37:00,0.0,Brown,0.26,37.85,0,1,1.0,2
ANSL_60542,2016-07-10 00:00:00,2016-10-10 12:56:00,0.0,Flame Point,0.73,29.6,7,1,1.0,1
ANSL_76029,2017-04-02 00:00:00,2019-04-23 19:30:00,0.0,Cream,0.24,14.72,0,7,1.0,2
ANSL_69569,2016-05-10 00:00:00,2017-04-20 00:00:00,1.0,Brown,0.08,38.33,13,9,0.0,2
ANSL_52996,2008-06-25 00:00:00,2019-03-07 18:13:00,1.0,Black,0.99,18.95,13,9,0.0,2
ANSL_63595,2016-05-27 00:00:00,2017-01-07 14:26:00,0.0,Torbie,0.26,38.15,0,1,1.0,1
ANSL_68387,2017-07-21 00:00:00,2017-08-11 16:42:00,,Black,0.76,31.29,13,9,2.0,1
ANSL_62258,2017-10-16 00:00:00,2018-01-14 17:31:00,2.0,White,0.91,21.81,0,1,1.0,1
ANSL_74475,2016-07-14 00:00:00,2017-08-04 14:34:00,0.0,White,0.95,20.94,13,9,1.0,2
ANSL_75518,2017-03-20 00:00:00,2019-04-07 19:26:00,,Gray,0.28,43.63,18,4,2.0,4
ANSL_67979,2016-07-08 00:00:00,2017-04-22 15:02:00,2.0,Blue,0.53,46.06,0,7,1.0,2
ANSL_73427,2017-11-07 00:00:00,2018-05-27 17:01:00,1.0,White,0.16,48.0,0,7,0.0,2
ANSL_62491,2015-01-31 00:00:00,2017-03-10 14:03:00,0.0,Tortie,0.42,15.5,13,9,1.0,1
ANSL_74797,2015-06-10 00:00:00,2016-10-28 12:20:00,0.0,Brown,0.05,20.41,0,7,1.0,2
ANSL_67528,2015-08-04 00:00:00,2017-08-29 19:29:00,1.0,Orange Tabby,0.01,25.91,16,9,0.0,1
ANSL_66095,2017-07-21 00:00:00,2017-09-11 19:05:00,2.0,Sable,0.96,43.07,13,9,0.0,2
ANSL_71555,2016-08-04 00:00:00,2018-12-15 00:00:00,0.0,Black,0.25,45.34,13,9,1.0,1
ANSL_58573,2016-10-05 00:00:00,2018-10-30 13:59:00,1.0,Black,0.77,49.46,13,9,0.0,1
ANSL_64445,2018-07-02 00:00:00,2018-10-05 17:23:00,1.0,Orange Tabby,0.73,15.06,7,1,0.0,1
ANSL_52502,2007-05-24 00:00:00,2017-06-30 16:11:00,1.0,Black,0.94,42.3,13,9,0.0,2
ANSL_63502,2017-06-02 00:00:00,2018-08-01 15:58:00,0.0,Blue,0.04,42.5,12,1,1.0,2
ANSL_51307,2016-08-03 00:00:00,2016-10-25 18:04:00,1.0,Cream Tabby,0.8,35.94,0,1,0.0,1
ANSL_57533,2017-03-20 00:00:00,2017-06-22 11:37:00,0.0,Black,0.14,32.54,7,1,1.0,1
ANSL_63325,2018-08-09 00:00:00,2018-09-25 17:42:00,2.0,Blue,0.48,5.76,18,4,1.0,1
ANSL_68648,2017-06-26 00:00:00,2017-08-01 16:16:00,,White,0.65,40.7,13,9,2.0,1
ANSL_59672,2008-08-04 00:00:00,2017-10-19 13:01:00,1.0,Orange Tabby,0.43,10.2,0,1,0.0,1
ANSL_59367,2017-12-13 00:00:00,2018-03-10 22:40:00,1.0,Black,0.14,43.75,0,1,0.0,1
