plate,lat,lon
CL,0.937,148.863
CL,1.487,148.700
CL,2.058,148.684
CL,2.629,148.668
CL,3.137,148.694
CL,3.776,148.191
CL,4.393,147.772
CL,4.765,147.425
CL,5.138,147.078
CL,5.511,146.730
CL,5.883,146.382
CL,6.160,146.001
CL,6.353,145.471
CL,6.503,145.067
CL,6.611,144.664
CL,6.677,144.026
CL,6.805,143.558
CL,7.166,143.070
CL,7.388,142.666
CL,7.611,142.262
CL,8.118,141.517
CL,8.393,141.048
CL,8.666,140.579
CL,8.866,139.886
CL,9.065,139.192
CL,9.379,138.359
CL,9.379,138.359
co,10.235,-86.648
co,10.547,-86.975
co,11.096,-87.462
co,11.397,-87.890
co,11.697,-88.319
co,11.999,-88.920
co,12.295,-89.619
co,12.543,-90.293
co,12.584,-90.898
co,12.584,-90.898
co,12.832,-91.308
co,13.080,-91.719
co,13.271,-92.063
co,13.223,-92.272
co,13.498,-92.599
co,13.722,-92.962
co,13.793,-93.309
co,14.016,-93.656
co,14.222,-94.055
co,14.479,-94.542
co,14.700,-94.873
co,14.887,-95.117
co,15.090,-95.466
co,15.277,-95.799
co,15.361,-96.219
co,15.360,-96.727
co,15.358,-97.217
co,15.508,-97.691
co,15.640,-98.166
co,15.771,-98.588
co,15.919,-99.028
co,16.134,-99.435
co,16.298,-99.806
co,16.442,-100.336
co,16.636,-100.867
co,17.026,-101.703
co,17.280,-102.432
co,17.616,-103.200
co,17.920,-103.792
co,18.138,-104.191
co,18.209,-104.406
co,18.368,-104.725
co,18.622,-105.043
co,18.762,-105.247
co,18.762,-105.247
co,18.551,-105.352
co,18.355,-105.442
co,18.140,-105.510
co,17.881,-105.586
co,17.881,-105.586
co,17.768,-105.399
co,17.031,-105.367
co,16.261,-105.398
co,15.558,-105.357
co,15.108,-105.320
co,15.274,-104.690
co,14.672,-104.563
co,14.070,-104.437
co,13.328,-104.181
co,12.587,-103.927
co,11.890,-103.772
co,11.872,-103.875
co,11.405,-103.807
co,10.937,-103.739
co,10.275,-103.628
co,10.123,-103.598
co,10.017,-104.296
co,9.175,-104.296
co,8.456,-104.258
co,8.340,-104.229
co,8.370,-103.595
co,8.400,-102.961
co,7.791,-102.810
co,7.182,-102.659
co,6.355,-102.558
co,5.529,-102.457
co,4.653,-102.320
co,3.778,-102.184
co,3.751,-102.259
co,3.458,-102.199
co,3.239,-102.219
co,3.239,-102.219
co,3.072,-102.193
co,2.889,-102.145
co,2.893,-102.118
co,2.798,-102.096
co,2.786,-102.109
co,2.635,-102.068
co,2.635,-102.068
co,2.642,-101.878
co,2.640,-101.697
co,2.605,-101.490
co,2.232,-101.512
co,2.232,-101.512
co,2.241,-101.203
co,2.199,-101.196
co,2.210,-101.067
co,2.204,-100.644
co,2.207,-100.394
co,2.207,-100.066
co,2.300,-100.047
co,2.272,-99.913
co,2.273,-99.811
co,2.269,-99.739
co,2.269,-99.739
co,2.190,-99.657
co,2.112,-98.918
co,2.213,-98.889
co,2.145,-98.367
co,2.077,-97.846
co,2.088,-97.551
co,1.898,-97.585
co,1.886,-96.880
co,1.873,-96.175
co,2.238,-96.120
co,2.222,-95.224
co,2.507,-95.198
co,2.440,-94.404
co,2.372,-93.611
co,2.300,-92.928
co,2.227,-92.245
co,2.200,-92.090
co,1.990,-92.118
co,2.011,-91.538
co,1.817,-91.561
co,1.736,-90.697
co,1.120,-90.663
co,1.073,-89.784
co,1.025,-88.904
co,0.977,-88.025
co,0.929,-87.145
co,0.880,-86.266
co,0.832,-85.386
co,1.644,-85.349
co,1.598,-84.576
co,2.066,-84.571
co,2.534,-84.567
co,3.112,-84.467
co,3.139,-83.922
co,3.165,-83.378
co,3.118,-82.806
co,3.595,-82.875
co,4.072,-82.875
co,4.563,-82.875
co,5.054,-82.875
co,5.833,-82.875
co,6.562,-82.875
co,7.118,-82.875
co,7.366,-82.875
co,7.366,-82.875
co,7.592,-83.074
co,7.849,-83.233
co,7.928,-83.360
co,8.044,-83.605
co,8.182,-83.838
co,8.300,-84.007
co,8.474,-84.158
co,8.637,-84.419
co,8.772,-84.686
co,8.937,-85.044
co,9.089,-85.380
co,9.203,-85.612
co,9.423,-85.910
co,9.684,-86.204
co,9.938,-86.449
co,10.235,-86.648
co,10.235,-86.648
cp,-6.811,68.274
cp,-7.253,67.811
cp,-7.648,68.073
cp,-8.027,67.642
cp,-8.492,68.039
cp,-8.881,67.565
cp,-9.270,67.090
cp,-9.630,67.378
cp,-9.990,66.919
cp,-10.350,66.460
cp,-10.762,66.787
cp,-11.210,66.167
cp,-11.559,66.418
cp,-12.018,65.698
cp,-12.426,66.033
cp,-12.833,66.369
cp,-13.268,65.820
cp,-13.777,66.210
cp,-13.979,65.928
cp,-14.339,66.208
cp,-14.698,66.488
cp,-15.270,66.888
cp,-15.822,67.290
cp,-15.942,67.383
cp,-16.139,67.033
cp,-16.659,67.410
cp,-17.090,66.708
cp,-17.450,66.143
cp,-17.783,65.542
cp,-18.058,65.007
cp,-18.443,65.264
cp,-18.828,65.522
cp,-19.578,66.033
cp,-20.078,66.428
cp,-19.870,66.751
cp,-20.218,67.040
cp,-20.073,67.309
cp,-20.369,67.593
cp,-20.280,67.768
cp,-20.469,67.897
cp,-20.291,68.213
cp,-20.712,68.559
cp,-20.878,68.277
cp,-21.450,68.653
cp,-22.088,69.202
cp,-22.387,68.797
cp,-22.831,69.162
cp,-23.373,69.558
cp,-23.709,69.850
cp,-24.040,69.402
cp,-24.369,69.680
cp,-24.678,69.939
cp,-24.970,69.592
cp,-25.483,70.090
cp,-25.651,69.960
cp,-25.651,69.960
cp,-26.060,70.409
cp,-25.912,70.665
cp,-26.187,70.994
cp,-26.083,71.135
cp,-26.454,71.580
cp,-26.386,71.717
cp,-26.656,72.066
cp,-26.718,72.008
cp,-27.146,72.463
cp,-27.573,72.920
cp,-27.446,73.123
cp,-27.655,73.400
cp,-27.570,73.534
cp,-27.944,73.969
cp,-28.317,74.406
cp,-28.541,74.192
cp,-28.904,74.592
cp,-29.265,74.994
cp,-29.328,74.938
cp,-29.839,75.554
cp,-30.006,75.364
cp,-30.118,75.515
cp,-30.240,75.393
cp,-30.573,75.797
cp,-30.906,76.204
cp,-30.970,76.148
cp,-31.465,76.689
cp,-31.719,76.395
cp,-32.090,76.812
cp,-32.459,77.233
cp,-32.828,77.658
cp,-33.194,78.086
cp,-32.531,78.908
cp,-31.856,79.726
cp,-31.169,80.540
cp,-30.472,81.349
cp,-29.763,82.153
cp,-29.044,82.951
cp,-28.316,83.744
cp,-27.578,84.531
cp,-26.832,85.312
cp,-26.077,86.087
cp,-25.315,86.855
cp,-24.546,87.617
cp,-23.771,88.372
cp,-22.990,89.119
cp,-22.204,89.860
cp,-21.413,90.593
cp,-20.619,91.319
cp,-19.822,92.038
cp,-19.022,92.748
cp,-18.221,93.451
cp,-17.419,94.146
cp,-16.617,94.834
cp,-15.815,95.513
cp,-15.014,96.184
cp,-14.215,96.847
cp,-13.418,97.503
cp,-12.624,98.150
cp,-11.834,98.789
cp,-11.048,99.419
cp,-10.266,100.042
cp,-9.490,100.657
cp,-8.719,101.263
cp,-7.955,101.862
cp,-7.197,102.452
cp,-6.558,101.858
cp,-5.983,101.346
cp,-5.305,100.791
cp,-4.656,100.359
cp,-4.145,99.980
cp,-3.729,99.675
cp,-3.312,99.370
cp,-2.665,98.874
cp,-2.021,98.301
cp,-1.634,98.035
cp,-1.247,97.769
cp,-0.547,97.372
cp,0.116,97.011
cp,0.759,96.670
cp,1.123,96.379
cp,1.345,96.202
cp,1.345,96.202
cp,1.487,96.089
cp,1.882,95.542
cp,2.104,94.979
cp,2.104,94.979
cp,1.493,94.415
cp,0.882,93.852
cp,0.549,93.046
cp,0.216,92.241
cp,-0.117,91.436
cp,-0.450,90.630
cp,-0.783,89.825
cp,-1.179,89.430
cp,-1.574,89.036
cp,-2.271,88.828
cp,-2.969,88.620
cp,-3.529,87.923
cp,-4.088,87.225
cp,-3.716,86.501
cp,-3.344,85.779
cp,-3.181,84.987
cp,-3.017,84.195
cp,-3.225,83.729
cp,-3.433,83.263
cp,-3.641,82.796
cp,-3.848,82.330
cp,-4.031,81.701
cp,-4.213,81.072
cp,-4.393,80.374
cp,-4.573,79.676
cp,-4.752,79.141
cp,-4.932,78.606
cp,-4.994,77.981
cp,-5.055,77.356
cp,-5.046,76.779
cp,-5.038,76.203
cp,-4.776,75.518
cp,-4.514,74.833
cp,-4.411,74.358
cp,-4.307,73.883
cp,-4.927,73.770
cp,-5.778,73.704
cp,-6.191,73.544
cp,-7.039,73.392
cp,-7.038,72.884
cp,-6.867,72.355
cp,-6.696,71.834
cp,-6.599,71.312
cp,-6.502,70.786
cp,-6.474,70.292
cp,-6.445,69.806
cp,-6.538,69.007
cp,-6.811,68.274
cp,-6.811,68.274
CR,-16.849,173.901
CR,-17.163,173.880
CR,-17.490,173.744
CR,-17.680,173.660
CR,-17.962,173.550
CR,-18.238,173.409
CR,-18.532,173.251
CR,-18.520,173.425
CR,-18.774,173.447
CR,-18.999,173.453
CR,-19.221,173.439
CR,-19.430,173.429
CR,-19.662,173.398
CR,-19.890,173.360
CR,-20.086,173.335
CR,-20.377,173.351
CR,-20.625,173.384
CR,-20.837,173.380
CR,-20.995,173.383
CR,-21.140,173.379
CR,-21.148,174.119
CR,-21.357,174.115
CR,-21.578,174.112
CR,-21.841,174.090
CR,-22.236,174.056
CR,-22.488,174.034
CR,-22.488,174.034
CR,-22.170,174.584
CR,-21.750,175.231
CR,-21.422,175.733
CR,-21.166,176.121
CR,-20.629,175.828
CR,-20.189,175.590
CR,-20.189,175.590
CR,-19.977,175.574
CR,-19.755,175.559
CR,-19.547,175.772
CR,-19.445,175.839
CR,-19.327,175.885
CR,-19.162,175.900
CR,-19.080,175.922
CR,-19.022,175.975
CR,-18.895,176.061
CR,-18.732,176.136
CR,-18.611,176.212
CR,-18.319,176.215
CR,-18.242,176.244
CR,-18.140,176.300
CR,-18.038,176.342
CR,-17.823,176.336
CR,-17.804,175.973
CR,-17.541,175.986
CR,-17.239,176.036
CR,-17.090,176.065
CR,-16.965,176.106
CR,-16.816,176.148
CR,-16.670,176.179
CR,-16.552,176.184
CR,-16.552,176.184
CR,-16.558,175.893
CR,-16.586,175.612
CR,-16.622,175.487
CR,-16.629,175.381
CR,-16.741,175.226
CR,-16.748,175.107
CR,-16.873,174.885
CR,-16.563,174.503
CR,-16.849,173.901
CR,-16.849,173.901
EA,-22.114,-114.421
EA,-22.196,-114.505
EA,-22.543,-114.498
EA,-23.024,-114.567
EA,-23.040,-114.875
EA,-23.179,-114.962
EA,-23.237,-115.183
EA,-23.398,-115.254
EA,-23.468,-115.599
EA,-23.884,-115.424
EA,-24.017,-115.402
EA,-24.105,-115.482
EA,-24.242,-115.912
EA,-24.383,-115.968
EA,-24.458,-116.184
EA,-24.556,-116.225
EA,-24.848,-116.099
EA,-25.172,-116.490
EA,-25.416,-116.353
EA,-25.674,-116.028
EA,-25.968,-115.769
EA,-26.243,-115.518
EA,-26.466,-115.291
EA,-26.604,-115.105
EA,-26.725,-114.526
EA,-26.790,-113.944
EA,-26.809,-113.608
EA,-26.830,-112.976
EA,-26.830,-112.976
EA,-26.724,-112.947
EA,-26.801,-112.684
EA,-26.554,-112.658
EA,-26.282,-112.683
EA,-26.038,-112.672
EA,-25.934,-112.620
EA,-25.926,-112.550
EA,-25.787,-112.541
EA,-25.786,-112.455
EA,-25.683,-112.437
EA,-25.664,-112.364
EA,-25.564,-112.366
EA,-25.429,-112.388
EA,-25.198,-112.443
EA,-25.059,-112.453
EA,-25.027,-111.978
EA,-24.891,-111.977
EA,-24.659,-112.048
EA,-24.448,-112.103
EA,-24.222,-112.123
EA,-24.110,-112.098
EA,-24.032,-111.713
EA,-23.860,-111.763
EA,-23.727,-111.832
EA,-23.475,-111.864
EA,-23.327,-111.871
EA,-23.209,-111.741
EA,-23.016,-111.924
EA,-22.821,-112.208
EA,-22.619,-112.575
EA,-22.407,-112.934
EA,-22.223,-113.280
EA,-22.126,-113.610
EA,-22.102,-113.906
EA,-22.106,-114.125
EA,-22.114,-114.421
EA,-22.114,-114.421
eu,39.400,-29.770
eu,39.315,-29.335
eu,39.255,-29.297
eu,39.250,-29.260
eu,39.279,-29.188
eu,39.294,-29.147
eu,39.323,-29.090
eu,39.338,-29.049
eu,39.366,-28.982
eu,39.379,-28.951
eu,39.412,-28.895
eu,39.373,-28.853
eu,39.299,-28.781
eu,39.263,-28.745
eu,39.214,-28.686
eu,39.179,-28.666
eu,39.121,-28.619
eu,39.130,-28.567
eu,39.156,-28.484
eu,39.134,-28.452
eu,39.093,-28.420
eu,39.058,-28.395
eu,39.020,-28.365
eu,38.993,-28.342
eu,38.939,-28.292
eu,38.952,-28.215
eu,38.968,-28.120
eu,38.983,-28.059
eu,39.004,-27.955
eu,39.000,-27.793
eu,38.942,-27.722
eu,38.914,-27.680
eu,38.864,-27.606
eu,38.836,-27.559
eu,38.782,-27.484
eu,38.780,-27.239
eu,38.700,-27.203
eu,38.666,-27.174
eu,38.607,-27.129
eu,38.571,-27.090
eu,38.491,-27.029
eu,38.464,-27.007
eu,38.400,-26.941
eu,38.360,-26.901
eu,38.278,-26.830
eu,38.420,-26.718
eu,38.358,-26.647
eu,38.324,-26.614
eu,38.255,-26.532
eu,38.222,-26.494
eu,38.149,-26.417
eu,38.116,-26.379
eu,38.047,-26.302
eu,38.036,-26.171
eu,37.965,-26.075
eu,37.935,-26.043
eu,37.839,-25.916
eu,37.878,-25.808
eu,37.816,-25.734
eu,37.790,-25.698
eu,37.722,-25.633
eu,37.818,-25.538
eu,37.752,-25.464
eu,37.718,-25.427
eu,37.663,-25.355
eu,37.769,-25.267
eu,37.646,-25.101
eu,37.644,-24.983
eu,37.609,-24.931
eu,37.584,-24.892
eu,37.552,-24.845
eu,37.533,-24.816
eu,37.500,-24.775
eu,37.467,-24.733
eu,37.411,-24.667
eu,37.352,-24.702
eu,37.273,-24.738
eu,37.217,-24.750
eu,37.127,-24.680
eu,37.095,-24.634
eu,37.017,-24.554
eu,36.971,-24.500
eu,36.910,-24.434
eu,36.863,-24.385
eu,36.792,-24.311
eu,36.781,-24.255
eu,36.788,-24.146
eu,36.755,-24.046
eu,36.646,-23.570
eu,36.702,-22.893
eu,36.754,-22.216
eu,36.820,-21.507
eu,36.881,-20.797
eu,36.954,-20.240
eu,37.025,-19.682
eu,37.307,-18.618
eu,37.466,-18.124
eu,37.503,-17.584
eu,37.435,-16.742
eu,37.297,-15.841
eu,37.212,-15.386
eu,37.021,-15.143
eu,37.210,-14.411
eu,37.395,-13.675
eu,36.864,-12.903
eu,36.328,-12.142
eu,35.851,-11.585
eu,36.098,-10.923
eu,36.392,-10.429
eu,36.651,-9.977
eu,36.430,-9.545
eu,36.051,-8.785
eu,35.667,-8.031
eu,35.273,-7.193
eu,35.063,-6.730
eu,34.784,-6.064
eu,34.517,-6.040
eu,34.263,-6.000
eu,34.019,-5.808
eu,33.985,-5.397
eu,34.078,-5.072
eu,34.068,-4.706
eu,34.199,-4.056
eu,35.014,-3.782
eu,35.596,-3.749
eu,35.858,-3.296
eu,36.018,-2.893
eu,36.105,-2.573
eu,35.898,-1.992
eu,35.771,-1.516
eu,35.776,-0.748
eu,35.904,0.003
eu,36.072,0.667
eu,36.282,1.245
eu,36.503,1.970
eu,36.594,2.380
eu,36.851,3.454
eu,36.969,4.297
eu,37.082,5.142
eu,37.154,5.974
eu,37.322,6.784
eu,37.322,6.784
eu,37.320,7.215
eu,37.358,7.805
eu,37.468,8.265
eu,37.790,8.627
eu,38.212,8.942
eu,38.341,9.264
eu,38.470,9.700
eu,38.572,10.089
eu,38.685,10.373
eu,38.685,10.373
eu,38.821,10.609
eu,38.994,10.827
eu,39.067,11.118
eu,39.075,11.363
eu,39.033,11.659
eu,38.934,11.778
eu,38.878,12.057
eu,38.849,12.434
eu,38.600,12.708
eu,38.611,13.314
eu,38.625,13.812
eu,38.695,14.114
eu,38.765,14.514
eu,38.765,14.514
eu,38.292,15.175
eu,38.401,15.499
eu,38.299,15.639
eu,38.114,15.551
eu,37.886,15.421
eu,37.615,15.344
eu,37.340,15.375
eu,37.340,15.375
eu,37.274,15.832
eu,37.309,16.236
eu,37.398,16.824
eu,37.503,17.168
eu,37.701,17.419
eu,37.993,17.612
eu,38.285,17.773
eu,38.462,17.845
eu,38.516,18.031
eu,38.794,18.086
eu,39.006,18.062
eu,39.170,17.960
eu,39.170,17.960
eu,38.947,18.364
eu,38.694,18.895
eu,38.272,19.584
eu,37.907,20.000
eu,37.907,20.000
eu,37.804,20.300
eu,37.804,20.300
eu,38.115,20.282
eu,38.471,20.437
eu,38.439,21.097
eu,38.420,21.582
eu,38.355,22.164
eu,38.271,22.727
eu,38.599,22.955
eu,38.948,23.212
eu,39.287,23.463
eu,39.720,23.787
eu,39.918,24.002
eu,40.055,24.559
eu,40.092,24.931
eu,40.156,25.416
eu,40.156,25.416
eu,40.325,26.010
eu,40.553,26.597
eu,40.789,27.256
eu,40.640,27.568
eu,40.618,27.987
eu,40.668,28.724
eu,40.686,29.030
eu,40.768,30.007
eu,40.601,30.774
eu,40.615,31.116
eu,40.679,31.482
eu,40.860,32.392
eu,41.023,33.405
eu,41.159,34.286
eu,41.123,34.832
eu,41.002,35.527
eu,40.849,36.169
eu,40.600,37.062
eu,40.269,38.021
eu,40.009,38.795
eu,39.909,39.268
eu,39.703,39.892
eu,39.392,40.449
eu,39.080,41.002
eu,39.080,41.002
eu,38.849,41.026
eu,38.616,41.236
eu,38.355,41.839
eu,38.213,42.289
eu,37.990,42.797
eu,37.685,43.176
eu,37.407,43.648
eu,37.098,44.020
eu,36.572,44.357
eu,36.015,44.515
eu,35.458,44.670
eu,35.025,44.836
eu,34.591,45.000
eu,34.591,45.000
eu,33.893,45.505
eu,33.391,45.918
eu,32.887,46.608
eu,32.448,47.411
eu,32.311,47.770
eu,32.308,48.170
eu,32.237,48.489
eu,31.621,49.036
eu,31.212,49.265
eu,30.802,49.492
eu,30.453,49.974
eu,30.103,50.453
eu,29.578,51.057
eu,29.072,50.998
eu,28.487,51.283
eu,27.957,51.912
eu,27.561,52.504
eu,27.121,53.241
eu,26.717,53.860
eu,26.668,54.728
eu,26.947,55.662
eu,27.369,56.423
eu,27.301,56.875
eu,26.545,56.992
eu,26.049,57.057
eu,25.552,57.121
eu,24.788,57.345
eu,24.443,57.832
eu,24.363,58.716
eu,24.311,59.603
eu,24.232,60.374
eu,24.177,60.870
eu,24.122,61.365
eu,24.087,61.955
eu,24.283,62.581
eu,24.285,63.366
eu,24.350,64.162
eu,24.382,65.028
eu,24.382,65.028
eu,24.620,65.492
eu,24.856,65.958
eu,25.179,66.530
eu,25.499,67.104
eu,25.984,67.268
eu,26.518,67.253
eu,27.085,67.248
eu,27.912,67.332
eu,28.404,67.342
eu,28.573,67.240
eu,29.377,67.277
eu,29.795,67.301
eu,30.073,67.849
eu,29.878,68.311
eu,29.209,68.680
eu,29.096,69.085
eu,29.262,69.881
eu,29.840,70.100
eu,30.423,70.178
eu,31.006,70.258
eu,31.459,70.101
eu,31.913,69.942
eu,32.431,70.439
eu,32.947,70.942
eu,33.477,71.392
eu,34.005,71.847
eu,34.682,72.459
eu,34.682,72.459
eu,34.176,73.030
eu,33.667,73.593
eu,33.159,74.314
eu,32.881,75.089
eu,32.189,75.675
eu,31.633,75.722
eu,31.154,76.521
eu,30.738,77.007
eu,30.558,77.641
eu,30.226,78.076
eu,29.887,78.422
eu,29.678,78.912
eu,29.393,79.197
eu,29.143,79.790
eu,29.093,80.227
eu,28.975,80.546
eu,28.790,81.043
eu,28.413,81.361
eu,28.167,82.200
eu,27.881,82.935
eu,27.593,83.667
eu,27.452,84.159
eu,27.309,84.649
eu,27.170,85.622
eu,27.095,86.251
eu,26.737,86.481
eu,26.668,86.820
eu,27.022,87.219
eu,26.909,87.745
eu,26.885,88.320
eu,27.027,89.282
eu,26.847,89.772
eu,26.937,90.329
eu,27.008,91.258
eu,27.033,91.781
eu,27.056,92.305
eu,27.116,93.233
eu,27.110,93.570
eu,27.501,94.189
eu,27.918,94.829
eu,28.183,95.466
eu,28.135,96.234
eu,28.110,96.792
eu,28.083,97.348
eu,28.083,97.348
eu,27.702,97.471
eu,27.241,97.347
eu,26.820,97.130
eu,26.287,96.906
eu,25.647,96.581
eu,25.134,96.310
eu,24.480,96.117
eu,23.761,95.969
eu,23.015,95.909
eu,22.352,95.918
eu,21.681,95.918
eu,20.900,95.943
eu,20.040,96.016
eu,19.412,96.225
eu,18.705,96.341
eu,17.982,96.421
eu,17.435,96.466
eu,16.644,96.470
eu,16.003,96.447
eu,15.396,96.419
eu,15.136,96.406
eu,15.136,96.406
eu,14.909,96.454
eu,14.400,96.480
eu,14.400,96.480
eu,14.419,97.390
eu,14.434,98.300
eu,14.446,99.210
eu,14.838,99.766
eu,15.462,100.297
eu,16.084,100.832
eu,16.575,101.141
eu,17.066,101.451
eu,17.350,102.032
eu,17.633,102.615
eu,17.660,103.180
eu,17.685,103.746
eu,17.709,104.312
eu,17.730,104.878
eu,17.750,105.817
eu,17.766,106.756
eu,17.777,107.695
eu,17.784,108.634
eu,17.785,109.573
eu,17.783,110.512
eu,17.870,111.040
eu,17.955,111.569
eu,18.038,112.098
eu,18.121,112.628
eu,18.280,113.313
eu,18.438,114.000
eu,18.438,114.000
eu,18.863,113.759
eu,19.288,113.517
eu,19.713,113.274
eu,20.137,113.030
eu,20.561,112.784
eu,20.985,112.537
eu,21.408,112.288
eu,21.831,112.038
eu,22.165,111.175
eu,22.495,110.308
eu,22.820,109.436
eu,23.141,108.561
eu,23.456,107.681
eu,24.052,107.132
eu,24.646,106.578
eu,25.238,106.018
eu,25.797,105.720
eu,26.355,105.419
eu,27.117,105.182
eu,27.878,104.942
eu,28.334,105.170
eu,28.790,105.399
eu,29.254,106.262
eu,29.713,107.133
eu,30.005,108.043
eu,30.290,108.959
eu,30.569,109.880
eu,30.842,110.806
eu,31.252,111.209
eu,31.660,111.615
eu,32.252,111.633
eu,32.843,111.651
eu,33.465,112.274
eu,34.083,112.905
eu,34.469,113.250
eu,34.854,113.599
eu,34.843,114.280
eu,34.828,114.960
eu,34.213,115.746
eu,33.593,116.521
eu,32.968,117.284
eu,32.572,117.719
eu,32.175,118.150
eu,31.776,118.577
eu,31.376,119.001
eu,31.199,119.711
eu,31.392,120.368
eu,31.581,121.027
eu,31.557,121.611
eu,31.530,122.195
eu,31.502,122.780
eu,31.471,123.364
eu,31.471,123.364
eu,32.173,124.072
eu,32.870,124.791
eu,33.563,125.521
eu,34.252,126.263
eu,34.252,126.263
eu,34.936,126.196
eu,35.621,126.128
eu,36.169,126.115
eu,36.718,126.101
eu,37.541,125.914
eu,38.365,125.723
eu,38.824,125.551
eu,39.283,125.376
eu,39.742,125.199
eu,40.200,125.019
eu,40.867,124.272
eu,41.530,123.510
eu,42.188,122.732
eu,41.904,122.255
eu,41.617,121.782
eu,41.329,121.313
eu,41.039,120.848
eu,40.654,119.846
eu,40.261,118.856
eu,40.054,118.245
eu,39.843,117.638
eu,40.057,117.010
eu,40.267,116.379
eu,40.596,115.810
eu,40.921,115.235
eu,41.163,114.392
eu,41.399,113.542
eu,41.024,112.911
eu,40.645,112.287
eu,41.126,111.435
eu,41.601,110.570
eu,42.070,109.693
eu,42.636,109.041
eu,43.149,108.131
eu,43.655,107.205
eu,44.099,107.061
eu,44.543,106.914
eu,44.987,106.765
eu,45.431,106.614
eu,45.875,106.460
eu,46.318,106.304
eu,46.849,106.177
eu,47.380,106.048
eu,47.910,105.916
eu,48.441,105.781
eu,49.292,105.582
eu,50.143,105.375
eu,50.786,104.904
eu,51.427,104.420
eu,51.765,105.058
eu,52.099,105.705
eu,52.431,106.362
eu,52.758,107.029
eu,53.081,107.706
eu,53.401,108.393
eu,54.150,108.691
eu,54.899,109.000
eu,55.331,109.375
eu,55.762,109.758
eu,56.221,110.924
eu,56.295,112.305
eu,56.418,113.656
eu,56.526,115.015
eu,56.618,116.382
eu,56.802,117.253
eu,56.980,118.133
eu,57.151,119.021
eu,57.316,119.918
eu,57.302,120.851
eu,57.281,121.784
eu,57.254,122.715
eu,57.219,123.645
eu,57.178,124.573
eu,57.130,125.499
eu,56.774,126.960
eu,56.401,128.393
eu,56.013,129.798
eu,55.861,130.747
eu,55.702,131.688
eu,55.491,132.674
eu,55.273,133.650
eu,55.060,135.138
eu,54.830,136.610
eu,54.588,137.918
eu,54.333,139.211
eu,54.103,140.145
eu,54.074,141.278
eu,54.035,142.409
eu,54.035,142.409
eu,54.574,142.179
eu,55.112,141.943
eu,55.650,141.700
eu,56.188,141.451
eu,56.658,141.535
eu,57.128,141.621
eu,57.599,141.709
eu,58.069,141.800
eu,58.539,141.893
eu,59.009,141.988
eu,59.479,142.086
eu,59.948,142.187
eu,60.282,142.943
eu,60.611,143.715
eu,60.935,144.502
eu,61.255,145.306
eu,61.570,146.126
eu,61.880,146.963
eu,62.734,146.499
eu,63.587,146.008
eu,64.438,145.487
eu,65.287,144.932
eu,65.287,144.932
eu,65.803,144.344
eu,66.318,143.731
eu,66.654,142.503
eu,66.979,141.242
eu,67.447,140.330
eu,67.910,139.381
eu,68.477,138.963
eu,69.042,138.523
eu,69.635,137.368
eu,69.954,136.758
eu,70.529,135.962
eu,70.692,135.595
eu,71.268,134.854
eu,71.865,134.017
eu,72.281,133.267
eu,72.695,132.483
eu,73.371,131.263
eu,74.018,130.200
eu,74.479,129.595
eu,74.938,128.955
eu,75.495,128.519
eu,76.050,128.050
eu,76.642,127.634
eu,77.234,127.181
eu,77.684,126.457
eu,78.133,125.679
eu,78.133,125.679
eu,78.990,125.188
eu,79.759,123.408
eu,80.206,122.639
eu,80.643,121.898
eu,81.115,121.004
eu,81.595,119.984
eu,82.087,119.100
eu,82.298,117.755
eu,82.539,117.171
eu,82.740,116.582
eu,83.014,115.793
eu,83.151,115.258
eu,83.321,114.558
eu,83.512,113.723
eu,83.674,112.843
eu,83.824,111.974
eu,83.966,110.959
eu,84.110,109.727
eu,84.194,108.939
eu,84.295,107.709
eu,84.369,106.759
eu,84.486,105.302
eu,84.579,103.943
eu,84.664,102.918
eu,84.911,99.444
eu,84.960,98.568
eu,85.028,97.273
eu,85.102,95.839
eu,85.154,94.155
eu,85.229,92.313
eu,85.296,89.980
eu,85.346,88.486
eu,85.418,86.802
eu,85.500,84.802
eu,85.556,83.142
eu,85.639,81.103
eu,85.768,78.403
eu,85.917,76.326
eu,85.989,75.029
eu,86.106,72.984
eu,86.203,70.926
eu,86.306,68.208
eu,86.472,69.752
eu,86.606,66.301
eu,86.655,66.544
eu,86.755,62.462
eu,86.805,61.506
eu,86.787,58.018
eu,86.746,54.561
eu,86.706,50.770
eu,86.641,47.523
eu,86.598,46.062
eu,86.561,46.314
eu,86.496,43.480
eu,86.432,41.755
eu,86.291,38.301
eu,86.161,35.607
eu,86.053,33.340
eu,85.908,30.972
eu,85.810,29.229
eu,85.874,28.143
eu,85.867,27.427
eu,85.859,25.383
eu,85.817,23.347
eu,85.799,21.343
eu,85.684,19.285
eu,85.591,17.890
eu,85.486,16.063
eu,85.380,14.666
eu,85.281,13.242
eu,85.137,11.704
eu,85.067,10.659
eu,84.958,9.809
eu,85.009,8.938
eu,84.898,8.134
eu,84.762,6.665
eu,84.632,5.178
eu,84.570,4.508
eu,84.597,4.035
eu,84.561,3.848
eu,84.462,3.024
eu,84.344,2.235
eu,84.223,1.301
eu,84.102,0.405
eu,83.996,-0.469
eu,83.864,-1.206
eu,83.690,-2.363
eu,83.570,-3.204
eu,83.430,-4.148
eu,83.249,-5.154
eu,83.000,-6.234
eu,82.868,-7.212
eu,82.691,-5.865
eu,82.519,-5.010
