PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
675,0,2,Male,60,0,0,0,3
676,0,3,Male,18,0,0,7.775,3
677,0,3,Male,24.5,0,0,8.05,3
678,1,3,female,18,0,0,9.8417,3
679,0,3,female,43,1,6,46.9,3
680,1,1,Male,36,0,1,512.3292,1
681,0,3,female,60,0,0,8.1375,2
682,1,1,Male,27,0,0,76.7292,1
683,0,3,Male,20,0,0,9.225,3
684,0,3,Male,14,5,2,46.9,3
685,0,2,Male,60,1,1,39,3
686,0,2,Male,25,1,2,41.5792,1
687,0,3,Male,14,4,1,39.6875,3
688,0,3,Male,19,0,0,10.1708,3
689,0,3,Male,18,0,0,7.7958,3
690,1,1,female,15,0,1,211.3375,3
691,1,1,Male,31,1,0,57,3
692,1,3,female,4,0,1,13.4167,1
693,1,3,Male,60,0,0,56.4958,3
694,0,3,Male,25,0,0,7.225,1
695,0,1,Male,60,0,0,26.55,3
696,0,2,Male,52,0,0,13.5,3
697,0,3,Male,44,0,0,8.05,3
698,1,3,female,60,0,0,7.7333,2
699,0,1,Male,49,1,1,110.8833,1
700,0,3,Male,42,0,0,7.65,3
701,1,1,female,18,1,0,227.525,1
702,1,1,Male,35,0,0,26.2875,3
703,0,3,female,18,0,1,14.4542,1
704,0,3,Male,25,0,0,7.7417,2
705,0,3,Male,26,1,0,7.8542,3
706,0,2,Male,39,0,0,26,3
707,1,2,female,45,0,0,13.5,3
708,1,1,Male,42,0,0,26.2875,3
709,1,1,female,22,0,0,151.55,3
710,1,3,Male,60,1,1,15.2458,1
711,1,1,female,24,0,0,49.5042,1
712,0,1,Male,60,0,0,26.55,3
713,1,1,Male,48,1,0,52,3
714,0,3,Male,29,0,0,9.4833,3
715,0,2,Male,52,0,0,13,3
716,0,3,Male,19,0,0,7.65,3
717,1,1,female,38,0,0,227.525,1
718,1,2,female,27,0,0,10.5,3
719,0,3,Male,60,0,0,15.5,2
720,0,3,Male,33,0,0,7.775,3
721,1,2,female,6,0,1,33,3
722,0,3,Male,17,1,0,7.0542,3
723,0,2,Male,34,0,0,13,3
724,0,2,Male,50,0,0,13,3
725,1,1,Male,27,1,0,53.1,3
726,0,3,Male,20,0,0,8.6625,3
727,1,2,female,30,3,0,21,3
728,1,3,female,60,0,0,7.7375,2
729,0,2,Male,25,1,0,26,3
730,0,3,female,25,1,0,7.925,3
731,1,1,female,29,0,0,211.3375,3
732,0,3,Male,11,0,0,18.7875,1
733,0,2,Male,60,0,0,0,3
734,0,2,Male,23,0,0,13,3
735,0,2,Male,23,0,0,13,3
736,0,3,Male,28.5,0,0,16.1,3
737,0,3,female,48,1,3,34.375,3
738,1,1,Male,35,0,0,512.3292,1
739,0,3,Male,60,0,0,7.8958,3
740,0,3,Male,60,0,0,7.8958,3
741,1,1,Male,60,0,0,30,3
742,0,1,Male,36,1,0,78.85,3
743,1,1,female,21,2,2,262.375,1
744,0,3,Male,24,1,0,16.1,3
745,1,3,Male,31,0,0,7.925,3
746,0,1,Male,70,1,1,71,3
747,0,3,Male,16,1,1,20.25,3
748,1,2,female,30,0,0,13,3
749,0,1,Male,19,1,0,53.1,3
750,0,3,Male,31,0,0,7.75,2
751,1,2,female,4,1,1,23,3
752,1,3,Male,6,0,1,12.475,3
753,0,3,Male,33,0,0,9.5,3
754,0,3,Male,23,0,0,7.8958,3
755,1,2,female,48,1,2,65,3
756,1,2,Male,0.67,1,1,14.5,3
757,0,3,Male,28,0,0,7.7958,3
758,0,2,Male,18,0,0,11.5,3
759,0,3,Male,34,0,0,8.05,3
760,1,1,female,33,0,0,86.5,3
761,0,3,Male,60,0,0,14.5,3
762,0,3,Male,41,0,0,7.125,3
763,1,3,Male,20,0,0,7.2292,1
764,1,1,female,36,1,2,120,3
765,0,3,Male,16,0,0,7.775,3
766,1,1,female,51,1,0,77.9583,3
767,0,1,Male,60,0,0,39.6,1
768,0,3,female,30.5,0,0,7.75,2
769,0,3,Male,60,1,0,24.15,2
770,0,3,Male,32,0,0,8.3625,3
771,0,3,Male,24,0,0,9.5,3
772,0,3,Male,48,0,0,7.8542,3
773,0,2,female,57,0,0,10.5,3
774,0,3,Male,60,0,0,7.225,1
775,1,2,female,54,1,3,23,3
776,0,3,Male,18,0,0,7.75,3
777,0,3,Male,60,0,0,7.75,2
778,1,3,female,5,0,0,12.475,3
779,0,3,Male,60,0,0,7.7375,2
780,1,1,female,43,0,1,211.3375,3
781,1,3,female,13,0,0,7.2292,1
782,1,1,female,17,1,0,57,3
783,0,1,Male,29,0,0,30,3
784,0,3,Male,60,1,2,23.45,3
785,0,3,Male,25,0,0,7.05,3
786,0,3,Male,25,0,0,7.25,3
787,1,3,female,18,0,0,7.4958,3
788,0,3,Male,8,4,1,29.125,2
789,1,3,Male,1,1,2,20.575,3
790,0,1,Male,46,0,0,79.2,1
791,0,3,Male,60,0,0,7.75,2
792,0,2,Male,16,0,0,26,3
793,0,3,female,60,8,2,69.55,3
794,0,1,Male,60,0,0,30.6958,1
795,0,3,Male,25,0,0,7.8958,3
796,0,2,Male,39,0,0,13,3
797,1,1,female,49,0,0,25.9292,3
798,1,3,female,31,0,0,8.6833,3
799,0,3,Male,30,0,0,7.2292,1
800,0,3,female,30,1,1,24.15,3
801,0,2,Male,34,0,0,13,3
802,1,2,female,31,1,1,26.25,3
803,1,1,Male,11,1,2,120,3
804,1,3,Male,0.42,0,1,8.5167,1
805,1,3,Male,27,0,0,6.975,3
806,0,3,Male,31,0,0,7.775,3
807,0,1,Male,39,0,0,0,3
808,0,3,female,18,0,0,7.775,3
809,0,2,Male,39,0,0,13,3
810,1,1,female,33,1,0,53.1,3
811,0,3,Male,26,0,0,7.8875,3
812,0,3,Male,39,0,0,24.15,3
813,0,2,Male,35,0,0,10.5,3
814,0,3,female,6,4,2,31.275,3
815,0,3,Male,30.5,0,0,8.05,3
816,0,1,Male,60,0,0,0,3
817,0,3,female,23,0,0,7.925,3
818,0,2,Male,31,1,1,37.0042,1
819,0,3,Male,43,0,0,6.45,3
820,0,3,Male,10,3,2,27.9,3
821,1,1,female,52,1,1,93.5,3
822,1,3,Male,27,0,0,8.6625,3
823,0,1,Male,38,0,0,0,3
824,1,3,female,27,0,1,12.475,3
825,0,3,Male,2,4,1,39.6875,3
826,0,3,Male,60,0,0,6.95,2
827,0,3,Male,60,0,0,56.4958,3
828,1,2,Male,1,0,2,37.0042,1
829,1,3,Male,60,0,0,7.75,2
831,1,3,female,15,1,0,14.4542,1
832,1,2,Male,0.83,1,1,18.75,3
833,0,3,Male,60,0,0,7.2292,1
834,0,3,Male,23,0,0,7.8542,3
835,0,3,Male,18,0,0,8.3,3
836,1,1,female,39,1,1,83.1583,1
837,0,3,Male,21,0,0,8.6625,3
838,0,3,Male,60,0,0,8.05,3
839,1,3,Male,32,0,0,56.4958,3
840,1,1,Male,60,0,0,29.7,1
841,0,3,Male,20,0,0,7.925,3
842,0,2,Male,16,0,0,10.5,3
843,1,1,female,30,0,0,31,1
844,0,3,Male,34.5,0,0,6.4375,1
845,0,3,Male,17,0,0,8.6625,3
846,0,3,Male,42,0,0,7.55,3
847,0,3,Male,60,8,2,69.55,3
848,0,3,Male,35,0,0,7.8958,1
849,0,2,Male,28,0,1,33,3
850,1,1,female,60,1,0,89.1042,1
851,0,3,Male,4,4,2,31.275,3
852,0,3,Male,74,0,0,7.775,3
853,0,3,female,9,1,1,15.2458,1
854,1,1,female,16,0,1,39.4,3
855,0,2,female,44,1,0,26,3
856,1,3,female,18,0,1,9.35,3
857,1,1,female,45,1,1,164.8667,3
858,1,1,Male,51,0,0,26.55,3
859,1,3,female,24,0,3,19.2583,1
860,0,3,Male,60,0,0,7.2292,1
861,0,3,Male,41,2,0,14.1083,3
862,0,2,Male,21,1,0,11.5,3
863,1,1,female,48,0,0,25.9292,3
864,0,3,female,60,8,2,69.55,3
865,0,2,Male,24,0,0,13,3
866,1,2,female,42,0,0,13,3
867,1,2,female,27,1,0,13.8583,1
868,0,1,Male,31,0,0,50.4958,3
869,0,3,Male,60,0,0,9.5,3
870,1,3,Male,4,1,1,11.1333,3
871,0,3,Male,26,0,0,7.8958,3
872,1,1,female,47,1,1,52.5542,3
873,0,1,Male,33,0,0,5,3
874,0,3,Male,47,0,0,9,3
875,1,2,female,28,1,0,24,1
876,1,3,female,15,0,0,7.225,1
877,0,3,Male,20,0,0,9.8458,3
878,0,3,Male,19,0,0,7.8958,3
879,0,3,Male,60,0,0,7.8958,3
880,1,1,female,56,0,1,83.1583,1
881,1,2,female,25,0,1,26,3
882,0,3,Male,33,0,0,7.8958,3
883,0,3,female,22,0,0,10.5167,3
884,0,2,Male,28,0,0,10.5,3
885,0,3,Male,25,0,0,7.05,3
886,0,3,female,39,0,5,29.125,2
887,0,2,Male,27,0,0,13,3
888,1,1,female,19,0,0,30,3
889,0,3,female,60,1,2,23.45,3
890,1,1,Male,26,0,0,30,1
891,0,3,Male,32,0,0,7.75,2
