Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
RIVR,River Valley Bancorp.,River Valley Bancorp. - Common Stock,S,N,N,100
RJET,"Republic Airways Holdings, Inc.","Republic Airways Holdings, Inc. - Common Stock",Q,N,N,100
RLJE,"RLJ Entertainment, Inc.","RLJ Entertainment, Inc. - Common Stock",S,N,N,100
RLOC,"ReachLocal, Inc.","ReachLocal, Inc. - Common Stock",Q,N,N,100
RLOG,"Rand Logistics, Inc.","Rand Logistics, Inc. - Common Stock",S,N,N,100
RLYP,"Relypsa, Inc.","Relypsa, Inc. - Common Stock",Q,N,N,100
RMBS,"Rambus, Inc.","Rambus, Inc. - Common Stock",Q,N,N,100
RMCF,"Rocky Mountain Chocolate Factory, Inc.","Rocky Mountain Chocolate Factory, Inc. - Common Stock",G,N,N,100
RMGN,RMG Networks Holding Corporation,RMG Networks Holding Corporation - Common Stock,G,N,N,100
RMTI,"Rockwell Medical, Inc.","Rockwell Medical, Inc. - Common Stock",G,N,N,100
RNA,Prosensa Holding N.V.,Prosensa Holding N.V. - Ordinary Shares,Q,N,N,100
RNET,"RigNet, Inc.","RigNet, Inc. - Common Stock",Q,N,N,100
RNST,Renasant Corporation,Renasant Corporation - Common Stock,Q,N,N,100
RNWK,"RealNetworks, Inc.","RealNetworks, Inc. - Common Stock",Q,N,N,100
ROBO,Robo,Robo-Stox Global Robotics and Automation Index ETF,G,N,N,100
ROCK,"Gibraltar Industries, Inc.","Gibraltar Industries, Inc. - Common Stock",Q,N,N,100
ROIA,"Radio One, Inc.","Radio One, Inc. - Class A Common Stock",S,N,N,100
ROIAK,"Radio One, Inc.","Radio One, Inc. - Class D Common Stock",S,N,N,100
ROIC,Retail Opportunity Investments Corp.,Retail Opportunity Investments Corp. - Common Stock,Q,N,N,100
ROIQ,ROI Acquisition Corp. II,ROI Acquisition Corp. II - Common Stock,S,N,D,100
ROIQU,ROI Acquisition Corp. II,ROI Acquisition Corp. II - Units,S,N,D,100
ROIQW,ROI Acquisition Corp. II,ROI Acquisition Corp. II - Warrants,S,N,D,100
ROKA,"Roka Bioscience, Inc.","Roka Bioscience, Inc. - Common Stock",G,N,N,100
ROLL,RBC Bearings Incorporated,RBC Bearings Incorporated - Common Stock,Q,N,N,100
ROSE,Rosetta Resources Inc.,Rosetta Resources Inc. - Common Stock,Q,N,N,100
ROSG,Rosetta Genomics Ltd.,Rosetta Genomics Ltd. - ordinary shares,S,N,N,100
ROST,"Ross Stores, Inc.","Ross Stores, Inc. - Common Stock",Q,N,N,100
ROVI,Rovi Corporation,Rovi Corporation - Common Stock,Q,N,N,100
ROYL,"Royale Energy, Inc.","Royale Energy, Inc. - Common Stock",S,N,N,100
RP,"RealPage, Inc.","RealPage, Inc. - Common Stock",Q,N,N,100
RPRX,Repros Therapeutics Inc.,Repros Therapeutics Inc. - Common Stock,S,N,N,100
RPRXW,Repros Therapeutics Inc.,Repros Therapeutics Inc. - Series A Warrant,S,N,N,100
RPRXZ,Repros Therapeutics Inc.,Repros Therapeutics Inc. - Series B warrant,S,N,N,100
RPTP,Raptor Pharmaceutical Corp.,Raptor Pharmaceutical Corp. - Common Stock,G,N,N,100
RPXC,RPX Corporation,RPX Corporation - Common Stock,Q,N,N,100
RRD,R.R. Donnelley & Sons Company,R.R. Donnelley & Sons Company - Common Stock,Q,N,N,100
RRGB,"Red Robin Gourmet Burgers, Inc.","Red Robin Gourmet Burgers, Inc. - Common Stock",Q,N,N,100
RRST,RRSat Global Communications Network Ltd.,RRSat Global Communications Network Ltd. - Ordinary Shares,Q,N,N,100
RSTI,Rofin,"Rofin-Sinar Technologies, Inc. - Common Stock",Q,N,N,100
RSYS,RadiSys Corporation,RadiSys Corporation - Common Stock,Q,N,N,100
RTGN,"Ruthigen, Inc.","Ruthigen, Inc. - Common Stock",S,N,N,100
RTIX,"RTI Surgical, Inc.","RTI Surgical, Inc. - Common Stock",Q,N,N,100
RTK,"Rentech, Inc.","Rentech, Inc. - Common Stock",S,N,N,100
RTRX,"Retrophin, Inc.","Retrophin, Inc. - Common Stock",G,N,D,100
RUSHA,"Rush Enterprises, Inc.","Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,100
RUSHB,"Rush Enterprises, Inc.","Rush Enterprises, Inc. - Class B Common Stock",Q,N,N,100
RUTH,"Ruth's Hospitality Group, Inc.","Ruth's Hospitality Group, Inc. - Common Stock",Q,N,N,100
RVBD,"Riverbed Technology, Inc.","Riverbed Technology, Inc. - Common Stock",Q,N,N,100
RVLT,"Revolution Lighting Technologies, Inc.","Revolution Lighting Technologies, Inc. - Class A Common Stock",S,N,N,100
RVNC,"Revance Therapeutics, Inc.","Revance Therapeutics, Inc. - Common Stock",G,N,N,100
RVSB,Riverview Bancorp Inc,Riverview Bancorp Inc - Common Stock,Q,N,N,100
RWLK,ReWalk Robotics Ltd,ReWalk Robotics Ltd - Ordinary Shares,G,N,N,100
RXDX,"Ignyta, Inc.","Ignyta, Inc. - Common Stock",S,N,N,100
RXII,RXi Pharmaceuticals Corporation,RXi Pharmaceuticals Corporation - Common Stock,S,N,N,100
RYAAY,Ryanair Holdings plc,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Q,N,N,100
SAAS,"inContact, Inc.","inContact, Inc. - Common Stock",S,N,N,100
SABR,Sabre Corporation,Sabre Corporation - Common Stock,Q,N,N,100
SAEX,"SAExploration Holdings, Inc.","SAExploration Holdings, Inc. - Common Stock",G,N,N,100
SAFM,"Sanderson Farms, Inc.","Sanderson Farms, Inc. - Common Stock",Q,N,N,100
SAFT,"Safety Insurance Group, Inc.","Safety Insurance Group, Inc. - Common Stock",Q,N,N,100
SAGE,"Sage Therapeutics, Inc.","Sage Therapeutics, Inc. - Common Stock",G,N,N,100
SAIA,"Saia, Inc.","Saia, Inc. - Common Stock",Q,N,N,100
SAJA,"Sajan, Inc.","Sajan, Inc. - Common Stock",S,N,N,100
SAL,"Salisbury Bancorp, Inc.","Salisbury Bancorp, Inc. - Common Stock",S,N,N,100
SALE,"RetailMeNot, Inc.","RetailMeNot, Inc. - Series 1 Common Stock",Q,N,N,100
SALM,Salem Communications Corporation,Salem Communications Corporation - Class A Common Stock,G,N,N,100
SAMG,Silvercrest Asset Management Group Inc.,Silvercrest Asset Management Group Inc. - Common Stock,G,N,N,100
SANM,Sanmina Corporation,Sanmina Corporation - Common Stock,Q,N,N,100
SANW,S&W Seed Company,S&W Seed Company - Common Stock,S,N,N,100
SANWZ,S&W Seed Company,S&W Seed Company - Warrants Class B 04/23/2015,S,N,N,100
SAPE,Sapient Corporation,Sapient Corporation - Common Stock,Q,N,N,100
SASR,"Sandy Spring Bancorp, Inc.","Sandy Spring Bancorp, Inc. - Common Stock",Q,N,N,100
SATS,EchoStar Corporation,EchoStar Corporation - common stock,Q,N,N,100
SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc. - Common Stock",Q,N,N,100
SBAC,SBA Communications Corporation,SBA Communications Corporation - Common Stock,Q,N,N,100
SBBX,Sussex Bancorp,Sussex Bancorp - Common Stock,G,N,N,100
SBCF,Seacoast Banking Corporation of Florida,Seacoast Banking Corporation of Florida - Common Stock,Q,N,N,100
SBCP,"Sunshine Bancorp, Inc.","Sunshine Bancorp, Inc. - Common Stock",S,N,N,100
SBFG,"SB Financial Group, Inc.","SB Financial Group, Inc. - Common Stock",S,N,N,100
SBGI,"Sinclair Broadcast Group, Inc.","Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,N,N,100
SBLK,Star Bulk Carriers Corp.,Star Bulk Carriers Corp. - Common Stock,Q,N,N,100
SBLKL,Star Bulk Carriers Corp.,Star Bulk Carriers Corp. - 8.00% Senior Notes Due 2019,Q,N,N,100
SBNY,Signature Bank,Signature Bank - Common Stock,Q,N,N,100
SBNYW,Signature Bank,Signature Bank - Warrants 12/12/2018,Q,N,N,100
SBRA,"Sabra Healthcare REIT, Inc.","Sabra Healthcare REIT, Inc. - Common Stock",Q,N,N,100
SBRAP,"Sabra Healthcare REIT, Inc.","Sabra Healthcare REIT, Inc. - 7.125% Preferred Series A (United States)",Q,N,N,100
SBSA,"Spanish Broadcasting System, Inc.","Spanish Broadcasting System, Inc. - Class A Common Stock",G,N,D,100
SBSI,"Southside Bancshares, Inc.","Southside Bancshares, Inc. - Common Stock",Q,N,N,100
SBUX,Starbucks Corporation,Starbucks Corporation - Common Stock,Q,N,N,100
SCAI,"Surgical Care Affiliates, Inc.","Surgical Care Affiliates, Inc. - Common Stock",Q,N,N,100
SCHL,Scholastic Corporation,Scholastic Corporation - Common Stock,Q,N,N,100
SCHN,"Schnitzer Steel Industries, Inc.","Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,N,N,100
SCLN,"SciClone Pharmaceuticals, Inc.","SciClone Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
SCMP,"Sucampo Pharmaceuticals, Inc.","Sucampo Pharmaceuticals, Inc. - Class A Common Stock",G,N,N,100
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc","SinoCoking Coal and Coke Chemical Industries, Inc - Common Stock",S,N,N,100
SCON,Superconductor Technologies Inc.,Superconductor Technologies Inc. - Common Stock,S,N,N,100
SCOR,"comScore, Inc.","comScore, Inc. - Common Stock",Q,N,N,100
SCSC,"ScanSource, Inc.","ScanSource, Inc. - Common Stock",Q,N,N,100
SCSS,Select Comfort Corporation,Select Comfort Corporation - Common Stock,Q,N,N,100
SCTY,SolarCity Corporation,SolarCity Corporation - Common Stock,Q,N,N,100
SCVL,"Shoe Carnival, Inc.","Shoe Carnival, Inc. - Common Stock",Q,N,N,100
SCYX,"SCYNEXIS, Inc.","SCYNEXIS, Inc. - Common Stock",G,N,N,100
SEAC,"SeaChange International, Inc.","SeaChange International, Inc. - Common Stock",Q,N,N,100
SEED,Origin Agritech Limited,Origin Agritech Limited - Common Stock,Q,N,N,100
SEIC,SEI Investments Company,SEI Investments Company - Common Stock,Q,N,N,100
SEMI,SunEdison Semiconductor Limited,SunEdison Semiconductor Limited - Ordinary Shares,Q,N,N,100
SENEA,Seneca Foods Corp.,Seneca Foods Corp. - Class A Common Stock,Q,N,N,100
SENEB,Seneca Foods Corp.,Seneca Foods Corp. - Class B Common Stock,Q,N,N,100
SEV,"Sevcon, Inc.","Sevcon, Inc. - Common Stock",S,N,N,100
SFBC,"Sound Financial Bancorp, Inc.","Sound Financial Bancorp, Inc. - Common Stock",S,N,N,100
SFBS,"ServisFirst Bancshares, Inc.","ServisFirst Bancshares, Inc. - Common Stock",Q,N,N,100
SFLY,"Shutterfly, Inc.","Shutterfly, Inc. - Common Stock",Q,N,N,100
SFM,"Sprouts Farmers Market, Inc.","Sprouts Farmers Market, Inc. - Common Stock",Q,N,N,100
SFNC,Simmons First National Corporation,Simmons First National Corporation - Common Stock,Q,N,N,100
SFST,"Southern First Bancshares, Inc.","Southern First Bancshares, Inc. - Common Stock",G,N,N,100
SFXE,"SFX Entertainment, Inc.","SFX Entertainment, Inc. - Common Stock",Q,N,N,100
SGBK,Stonegate Bank,Stonegate Bank - Common Stock,Q,N,N,100
SGC,"Superior Uniform Group, Inc.","Superior Uniform Group, Inc. - Common Stock",G,N,N,100
SGEN,"Seattle Genetics, Inc.","Seattle Genetics, Inc. - Common Stock",Q,N,N,100
SGI,Silicon Graphics International Corp,Silicon Graphics International Corp - Common Stock,Q,N,N,100
SGMA,"SigmaTron International, Inc.","SigmaTron International, Inc. - Common Stock",S,N,N,100
SGMO,"Sangamo BioSciences, Inc.","Sangamo BioSciences, Inc. - Common Stock",Q,N,N,100
SGMS,Scientific Games Corp,Scientific Games Corp - Class A Common Stock,Q,N,N,100
SGNL,"Signal Genetics, Inc.","Signal Genetics, Inc. - Common Stock",S,N,N,100
SGNT,"Sagent Pharmaceuticals, Inc.","Sagent Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
SGOC,"SGOCO Group, Ltd","SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",S,N,N,100
SGRP,"SPAR Group, Inc.","SPAR Group, Inc. - Common Stock",S,N,N,100
SGYP,"Synergy Pharmaceuticals, Inc.","Synergy Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
SGYPU,"Synergy Pharmaceuticals, Inc.","Synergy Pharmaceuticals, Inc. - Unit",S,N,N,100
SGYPW,"Synergy Pharmaceuticals, Inc.","Synergy Pharmaceuticals, Inc. - Warrants",S,N,N,100
SHBI,Shore Bancshares Inc,Shore Bancshares Inc - Common Stock,Q,N,N,100
SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications Co - Common Stock,Q,N,N,100
SHIP,Seanergy Maritime Holdings Corp,Seanergy Maritime Holdings Corp - Common Stock,S,N,N,100
SHLD,Sears Holdings Corporation,Sears Holdings Corporation - Common Stock,Q,N,N,100
SHLDW,Sears Holdings Corporation,Sears Holdings Corporation - Warrant,Q,N,N,100
SHLM,"A. Schulman, Inc.","A. Schulman, Inc. - Common Stock",Q,N,N,100
SHLO,"Shiloh Industries, Inc.","Shiloh Industries, Inc. - Common Stock",Q,N,N,100
SHOO,"Steven Madden, Ltd.","Steven Madden, Ltd. - Common Stock",Q,N,N,100
SHOR,"ShoreTel, Inc.","ShoreTel, Inc. - Common Stock",Q,N,N,100
SHOS,"Sears Hometown and Outlet Stores, Inc.","Sears Hometown and Outlet Stores, Inc. - Common Stock",S,N,N,100
SHPG,Shire plc,"Shire plc - American Depositary Shares, each representing three Ordinary Shares",Q,N,N,100
SIAL,Sigma,Sigma-Aldrich Corporation - Common Stock,Q,N,N,100
SIBC,"State Investors Bancorp, Inc.","State Investors Bancorp, Inc. - Common Stock",S,N,N,100
SIEB,Siebert Financial Corp.,Siebert Financial Corp. - Common Stock,S,N,N,100
SIEN,"Sientra, Inc.","Sientra, Inc. - Common Stock",Q,N,N,100
SIFI,"SI Financial Group, Inc.","SI Financial Group, Inc. - Common Stock",G,N,N,100
SIFY,Sify Technologies Limited,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",Q,N,N,100
SIGA,SIGA Technologies Inc.,SIGA Technologies Inc. - Common Stock,G,N,Q,100
SIGI,"Selective Insurance Group, Inc.","Selective Insurance Group, Inc. - Common Stock",Q,N,N,100
SIGM,"Sigma Designs, Inc.","Sigma Designs, Inc. - Common Stock",Q,N,N,100
SILC,Silicom Ltd,Silicom Ltd - Ordinary Shares,Q,N,N,100
SIMG,"Silicon Image, Inc.","Silicon Image, Inc. - Common Stock",Q,N,N,100
SIMO,Silicon Motion Technology Corporation,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,N,N,100
SINA,Sina Corporation,Sina Corporation - Ordinary Shares,Q,N,N,100
SINO,Sino,"Sino-Global Shipping America, Ltd. - Common Stock",S,N,N,100
SIRI,Sirius XM Holdings Inc.,Sirius XM Holdings Inc. - Common Stock,Q,N,N,100
SIRO,"Sirona Dental Systems, Inc.","Sirona Dental Systems, Inc. - Common Stock",Q,N,N,100
SIVB,SVB Financial Group,SVB Financial Group - Common Stock,Q,N,N,100
SIVBO,SVB Financial Group,SVB Financial Group - 7% Cumulative Trust Preferred Securities - SVB Capital II,Q,N,N,100
SIXD,"6D Global Technologies, Inc.","6D Global Technologies, Inc. - Common Stock",S,N,N,100
SKBI,Skystar Bio,Skystar Bio-Pharmaceutical Company - Common Stock,S,N,N,100
SKIS,"Peak Resorts, Inc.","Peak Resorts, Inc. - Common Stock",G,N,N,100
SKOR,FlexShares Credit,FlexShares Credit-Scored US Corporate Bond Index Fund,G,N,N,100
SKUL,"Skullcandy, Inc.","Skullcandy, Inc. - Common Stock",Q,N,N,100
SKYS,"Sky Solar Holdings, Ltd.","Sky Solar Holdings, Ltd. - American Depositary Shares",S,N,N,100
SKYW,"SkyWest, Inc.","SkyWest, Inc. - Common Stock",Q,N,N,100
SKYY,First Trust ISE Cloud Computing Index Fund,First Trust ISE Cloud Computing Index Fund,G,N,N,100
SLAB,"Silicon Laboratories, Inc.","Silicon Laboratories, Inc. - Common Stock",Q,N,N,100
SLCT,"Select Bancorp, Inc.","Select Bancorp, Inc. - Common Stock",G,N,N,100
SLGN,Silgan Holdings Inc.,Silgan Holdings Inc. - Common Stock,Q,N,N,100
SLM,SLM Corporation,SLM Corporation - Common Stock,Q,N,N,100
SLMAP,SLM Corporation,"SLM Corporation - 6.97% Cumulative Redeemable Preferred Stock, Series A",Q,N,N,100
SLMBP,SLM Corporation,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",Q,N,N,100
SLP,"Simulations Plus, Inc.","Simulations Plus, Inc. - Common Stock",S,N,N,100
SLRC,Solar Capital Ltd.,Solar Capital Ltd. - Common Stock,Q,N,N,100
SLTC,"Selectica, Inc.","Selectica, Inc. - Common Stock",S,N,N,100
SLVO,Credit Suisse AG,Credit Suisse AG - Credit Suisse Silver Shares Covered Call Exchange Traded Notes,G,N,N,100
SLXP,"Salix Pharmaceuticals, Ltd.","Salix Pharmaceuticals, Ltd. - Common Stock",Q,N,N,100
SMAC,Sino Mercury Acquisition Corp.,Sino Mercury Acquisition Corp. - Common Stock,S,N,N,100
SMACR,Sino Mercury Acquisition Corp.,Sino Mercury Acquisition Corp. - Right,S,N,N,100
SMACU,Sino Mercury Acquisition Corp.,Sino Mercury Acquisition Corp. - Unit,S,N,N,100
SMBC,"Southern Missouri Bancorp, Inc.","Southern Missouri Bancorp, Inc. - Common Stock",G,N,N,100
SMCI,"Super Micro Computer, Inc.","Super Micro Computer, Inc. - Common Stock",Q,N,N,100
SMED,Sharps Compliance Corp,Sharps Compliance Corp - Common Stock,S,N,N,100
SMIT,"Schmitt Industries, Inc.","Schmitt Industries, Inc. - Common Stock",S,N,N,100
SMLR,"Semler Scientific, Inc.","Semler Scientific, Inc. - Common Stock",S,N,N,100
SMMF,"Summit Financial Group, Inc.","Summit Financial Group, Inc. - Common Stock",S,N,N,100
SMPL,Simplicity Bancorp Inc.,Simplicity Bancorp Inc. - Common Stock,Q,N,N,100
SMRT,"Stein Mart, Inc.","Stein Mart, Inc. - Common Stock",Q,N,N,100
SMSI,"Smith Micro Software, Inc.","Smith Micro Software, Inc. - Common Stock",Q,N,D,100
SMT,SMART Technologies Inc.,SMART Technologies Inc. - Common Shares,Q,N,N,100
SMTC,Semtech Corporation,Semtech Corporation - Common Stock,Q,N,N,100
SMTP,"SMTP, Inc.","SMTP, Inc. - Common Stock",S,N,N,100
SMTX,SMTC Corporation,SMTC Corporation - Common Stock,G,N,N,100
SNAK,"Inventure Foods, Inc.","Inventure Foods, Inc. - Common Stock",Q,N,N,100
SNBC,"Sun Bancorp, Inc.","Sun Bancorp, Inc. - Common Stock",Q,N,N,100
SNC,"State National Companies, Inc.","State National Companies, Inc. - Common Stock",Q,N,N,100
SNCR,"Synchronoss Technologies, Inc.","Synchronoss Technologies, Inc. - Common Stock",Q,N,N,100
SNDK,SanDisk Corporation,SanDisk Corporation - Common Stock,Q,N,N,100
SNFCA,Security National Financial Corporation,Security National Financial Corporation - Class A Common Stock,G,N,N,100
SNHY,Sun Hydraulics Corporation,Sun Hydraulics Corporation - Common Stock,Q,N,N,100
SNMX,"Senomyx, Inc.","Senomyx, Inc. - Common Stock",G,N,N,100
SNPS,"Synopsys, Inc.","Synopsys, Inc. - Common Stock",Q,N,N,100
SNSS,"Sunesis Pharmaceuticals, Inc.","Sunesis Pharmaceuticals, Inc. - Common Stock",S,N,N,100
SNTA,Synta Pharmaceuticals Corp.,Synta Pharmaceuticals Corp. - Common Stock,G,N,N,100
SOCB,Southcoast Financial Corporation,Southcoast Financial Corporation - Common Stock,G,N,N,100
SOCL,Global X Social Media Index ETF,Global X Social Media Index ETF,G,N,N,100
SODA,SodaStream International Ltd.,SodaStream International Ltd. - Ordinary Shares,Q,N,N,100
SOFO,"Sonic Foundry, Inc.","Sonic Foundry, Inc. - Common Stock",S,N,N,100
SOHO,Sotherly Hotels Inc.,Sotherly Hotels Inc. - Common Stock,G,N,N,100
SOHOL,Sotherly Hotels LP,Sotherly Hotels LP - 8.00% Senior Unsecured Notes Due 2018,G,N,N,100
SOHOM,Sotherly Hotels LP,Sotherly Hotels LP - 7.00% Senior Notes,G,N,N,100
SOHU,Sohu.com Inc.,Sohu.com Inc. - Common Stock,Q,N,N,100
SONA,"Southern National Bancorp of Virginia, Inc.","Southern National Bancorp of Virginia, Inc. - Common Stock",G,N,N,100
SONC,Sonic Corp.,Sonic Corp. - Common Stock,Q,N,N,100
SONS,"Sonus Networks, Inc.","Sonus Networks, Inc. - Common Stock",Q,N,N,100
SORL,"SORL Auto Parts, Inc.","SORL Auto Parts, Inc. - Common Stock",G,N,N,100
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,iShares PHLX SOX Semiconductor Sector Index Fund,G,N,N,100
SP,SP Plus Corporation,SP Plus Corporation - Common Stock,Q,N,N,100
SPAN,Span,"Span-America Medical Systems, Inc. - Common Stock",G,N,N,100
SPAR,"Spartan Motors, Inc.","Spartan Motors, Inc. - Common Stock",Q,N,N,100
SPCB,"SuperCom, Ltd.","SuperCom, Ltd. - Ordinary Shares",S,N,N,100
SPDC,"Speed Commerce, Inc.","Speed Commerce, Inc. - Common Stock",G,N,N,100
SPEX,Spherix Incorporated,Spherix Incorporated - Common Stock,S,N,N,100
SPHS,"Sophiris Bio, Inc.","Sophiris Bio, Inc. - Common Shares",G,N,N,100
SPIL,"Siliconware Precision Industries Company, Ltd.","Siliconware Precision Industries Company, Ltd. - ADS represents common shares",Q,N,N,100
SPKE,"Spark Energy, Inc.","Spark Energy, Inc. - Class A Common Stock",Q,N,N,100
SPLK,Splunk Inc.,Splunk Inc. - Common Stock,Q,N,N,100
SPLS,"Staples, Inc.","Staples, Inc. - Common Stock",Q,N,N,100
SPNC,The Spectranetics Corporation,The Spectranetics Corporation - Common Stock,Q,N,N,100
SPNS,Sapiens International Corporation N.V.,Sapiens International Corporation N.V. - Common Shares,S,N,N,100
SPOK,"Spok Holdings, Inc.","Spok Holdings, Inc. - Common Stock",Q,N,N,100
SPPI,"Spectrum Pharmaceuticals, Inc.","Spectrum Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
SPPR,"Supertel Hospitality, Inc.","Supertel Hospitality, Inc. - Common Stock",G,N,N,100
SPPRO,"Supertel Hospitality, Inc.","Supertel Hospitality, Inc. - Series B Cumulative Preferred Stock",G,N,N,100
SPPRP,"Supertel Hospitality, Inc.","Supertel Hospitality, Inc. - Series A Convertible Preferred Stock",G,N,N,100
SPRO,SmartPros Ltd.,SmartPros Ltd. - Common Stock,S,N,N,100
SPRT,"support.com, Inc.","support.com, Inc. - Common Stock",Q,N,N,100
SPSC,"SPS Commerce, Inc.","SPS Commerce, Inc. - Common Stock",Q,N,N,100
SPTN,SpartanNash Company,SpartanNash Company - Common Stock,Q,N,N,100
SPU,"SkyPeople Fruit Juice, Inc.","SkyPeople Fruit Juice, Inc. - Common Stock",G,N,N,100
SPWH,"Sportsman's Warehouse Holdings, Inc.","Sportsman's Warehouse Holdings, Inc. - Common Stock",Q,N,N,100
SPWR,SunPower Corporation,SunPower Corporation - Common Stock,Q,N,N,100
SQBG,"Sequential Brands Group, Inc.","Sequential Brands Group, Inc. - Common Stock",S,N,N,100
SQBK,"Square 1 Financial, Inc.","Square 1 Financial, Inc. - Class A Common Stock",Q,N,N,100
SQI,"SciQuest, Inc.","SciQuest, Inc. - Common Stock",Q,N,N,100
SQNM,"Sequenom, Inc.","Sequenom, Inc. - Common Stock",Q,N,N,100
SQQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ,G,N,N,100
SRCE,1st Source Corporation,1st Source Corporation - Common Stock,Q,N,N,100
SRCL,"Stericycle, Inc.","Stericycle, Inc. - Common Stock",Q,N,N,100
SRDX,"SurModics, Inc.","SurModics, Inc. - Common Stock",Q,N,N,100
SREV,"ServiceSource International, Inc.","ServiceSource International, Inc. - Common Stock",Q,N,N,100
SRNE,"Sorrento Therapeutics, Inc.","Sorrento Therapeutics, Inc. - Common Stock",S,N,N,100
SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc. - Common Stock",Q,N,N,100
SRSC,Sears Canada Inc.,Sears Canada Inc.  - Common Shares,Q,N,N,100
SSB,South State Corporation,South State Corporation - Common Stock,Q,N,N,100
SSBI,Summit State Bank,Summit State Bank - Common Stock,G,N,N,100
SSFN,Stewardship Financial Corp,Stewardship Financial Corp - Common Stock,S,N,N,100
SSH,Sunshine Heart Inc,Sunshine Heart Inc - Common Stock,S,N,N,100
SSNC,"SS&C Technologies Holdings, Inc.","SS&C Technologies Holdings, Inc. - Common Stock",Q,N,N,100
SSRG,Symmetry Surgical Inc.,Symmetry Surgical Inc. - Common Stock,G,N,N,100
SSRI,Silver Standard Resources Inc.,Silver Standard Resources Inc. - Common Stock,Q,N,N,100
SSYS,"Stratasys, Ltd.","Stratasys, Ltd. - Common Stock",Q,N,N,100
STAA,STAAR Surgical Company,STAAR Surgical Company - Common Stock,G,N,N,100
STB,Student Transportation Inc,Student Transportation Inc - Common shares,Q,N,N,100
STBA,"S&T Bancorp, Inc.","S&T Bancorp, Inc. - Common Stock",Q,N,N,100
STBZ,State Bank Financial Corporation.,State Bank Financial Corporation. - Common Stock,S,N,N,100
STCK,"Stock Building Supply Holdings, Inc.","Stock Building Supply Holdings, Inc. - Common Stock",Q,N,N,100
STEM,"StemCells, Inc.","StemCells, Inc. - Common Stock",S,N,N,100
STFC,State Auto Financial Corporation,State Auto Financial Corporation - Common Stock,Q,N,N,100
STKL,"SunOpta, Inc.","SunOpta, Inc. - Common Stock",Q,N,N,100
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc. - Common Stock",Q,N,N,100
STLY,"Stanley Furniture Company, Inc.","Stanley Furniture Company, Inc. - Common Stock",Q,N,N,100
STML,"Stemline Therapeutics, Inc.","Stemline Therapeutics, Inc. - Common Stock",S,N,N,100
STMP,Stamps.com Inc.,Stamps.com Inc. - Common Stock,Q,N,N,100
STNR,Steiner Leisure Limited,Steiner Leisure Limited - Common Shares,Q,N,N,100
STPP,Barclays PLC,Barclays PLC - iPath US Treasury Steepener ETN,G,N,N,100
STRA,"Strayer Education, Inc.","Strayer Education, Inc. - Common Stock",Q,N,N,100
STRL,Sterling Construction Company Inc,Sterling Construction Company Inc - Common Stock,Q,N,N,100
STRM,"Streamline Health Solutions, Inc.","Streamline Health Solutions, Inc. - Common Stock",S,N,N,100
STRN,Sutron Corporation,Sutron Corporation - Common Stock,S,N,N,100
STRS,"Stratus Properties, Inc.","Stratus Properties, Inc. - Common Stock",Q,N,N,100
STRT,Strattec Security Corporation,Strattec Security Corporation - Common Stock,G,N,N,100
STRZA,Starz,Starz - Series A Common Stock,Q,N,N,100
STRZB,Starz,Starz - Series B Common Stock,Q,N,N,100
STX,Seagate Technology.,Seagate Technology. - Common Stock,Q,N,N,100
STXS,"Stereotaxis, Inc.","Stereotaxis, Inc. - Common Stock",S,N,N,100
SUBK,Suffolk Bancorp,Suffolk Bancorp - Common Stock,Q,N,N,100
SUMR,"Summer Infant, Inc.","Summer Infant, Inc. - Common Stock",S,N,N,100
SUNS,Solar Senior Capital Ltd.,Solar Senior Capital Ltd. - Common Stock,Q,N,N,100
SUPN,"Supernus Pharmaceuticals, Inc.","Supernus Pharmaceuticals, Inc. - Common Stock",G,N,N,100
SURG,"Synergetics USA, Inc.","Synergetics USA, Inc. - Common Stock",S,N,N,100
SUSQ,"Susquehanna Bancshares, Inc.","Susquehanna Bancshares, Inc. - Common Stock",Q,N,N,100
SUTR,Sutor Technology Group Limited,Sutor Technology Group Limited - Common Stock,S,N,D,100
